,content,,,,,,,,
1474,"내가 본 ""한국""공포영화중 최고다.",,,,,,,,
1475,시청각이 즐거운 공포,,,,,,,,
1476,근 OO안에 본 공포영화중 정말최고 중국일본헐리우드 통털어서,,,,,,,,
1477,그 독특한 색감과 음악이 기억에 남는~,,,,,,,,
1478,임수정,,,,,,,,
1479,마지막 임수정 걸어나올때 나오는 돌이킬 수 없는 걸음,,,,,,,,
1480,무섭고 슬픈 걸작,,,,,,,,
1481,아주 깜딱 깜딱 놀래믄서 식은땀 뺀영화....마지막 반전도 나쁘진않다,,,,,,,,
1482,필름.왜 저랴..공포영화중 단연 으뜸인데..,,,,,,,,
1483,밤에 혼자봐서 무서웠음,,,,,,,,
1484,음악,,,,,,,,
1485,한국공포영화중에선 수작,,,,,,,,
1486,오우...전문가 평점 쉣이네..최고였는데,,,,,,,,
1487,상당히 지루해서 못본영화,,,,,,,,
1488,특이한 영화네,,,,,,,,
1489,잘 만들었네,,,,,,,,
1490,정말 잘 만든 영화......약간 엉성한 부분도 있지만 특유의 분위기는 정말 압권,,,,,,,,
1491,우리나라 영화중에서 제일 재밌는거,,,,,,,,
1492,문근영 이때가 훨 이뿌다ㅜㅜ,,,,,,,,
1493,품위있는 공포영화,,,,,,,,
1494,내생에 최고의 반전영화,,,,,,,,
1495,보고또보고또보고또보고또볼때마다 색다른영화,,,,,,,,
1496,잘 만든 공포 스릴러 영화~ 무섭지는 않지만... 분위기는 좋다,,,,,,,,
1497,공포영화중에서 가장 재미있었던영화,,,,,,,,
1498,개봉당시 친구한테 내가 추천해서 같이 봤다. 다보고 나오서 내가 술쐈다.,,,,,,,,
1499,영화비쥬얼이 뛰어나고 색감이 너무이뻤던영화 마지막반전도 볼만했다,,,,,,,,
1500,여지껏 본 한국공포영화중 가장 생각을 많이하고 만든 영화같다..,,,,,,,,
1501,색채 좋고.스토리 좋고. 하지만 공포쪽으로 너무 밋밋.,,,,,,,,
1502,참나..이거 평점 왤케 낮지?? 이 영화 꼭 두번봐야하는 영환데..,,,,,,,,
1503,내용을 알고보길. 의도는 19세였지만 12세로 등급바뀌면서 많이 짤렸음,,,,,,,,
1504,별로 안무섭고,,,,,,,,
1505,인생 최고의 공포영화!,,,,,,,,
1506,아름다운 자매의 슬프고 잔잔한 공포.. 임수정,,,,,,,,
1507,이런영화 또나올려면 힘들겠지...,,,,,,,,
1508,최고다~~!!,,,,,,,,
1509,공포영화중 가장 슬픈 영화였다,,,,,,,,
1510,완성도 연기 영상 최고,,,,,,,,
1511,정말 한국 공포영화중 젤 괜찮은 영화,,,,,,,,
1512,한국공포영화중에 가장 좋았다.,,,,,,,,
1513,연극적 요소 정신 내면을 공포물에 접목,,,,,,,,
1514,도대체가 뭔내용인지 모르겠는 영화이다...,,,,,,,,
1515,강추,,,,,,,,
1516,재미는 있었지만 무슨 내용인지,,,,,,,,
1517,너무 슬프면서도 너무 무서운 영화다...,,,,,,,,
1518,감성적이고 차분해서좋다 굿굿!,,,,,,,,
1519,밤에혼자봐도 지루함만....비추...,,,,,,,,
1520,한국영화로서는 좋지만 산만하고 공포감이 덜하다.,,,,,,,,
1521,이것도 영화라고....,,,,,,,,
1522,개인적으로 한국 영화중 가장 괜찮은 공포물이었다.,,,,,,,,
1523,ost가 조어..ㅋㅋ,,,,,,,,
1524,괜찮은 영화.ost에 매력에 빠짐....,,,,,,,,
1525,숨겨진뜻을...찾아라.....,,,,,,,,
1526,음악,,,,,,,,
1527,공포물이였나.. 뭐였지. 그런것 같기도 하고 아닌것 같기도 하고,,,,,,,,
1528,보고난뒤.가만생각해보니.굉장히소름끼치는.,,,,,,,,
1529,공포영화는 별로 싫어하지만,,,,,,,,
1530,ost 부터가 맘에 드는 영화. 그저 무서운 것을 찾는다면...OTL,,,,,,,,
1531,숨겨진 뜻을 파악하면 진정한 공포가 된다.,,,,,,,,
1532,내가 이래서 김지운 영화들을 좋아한다...,,,,,,,,
1533,아릿까릿 이리저리.. 흠흠.. 공포물이군,,,,,,,,
1534,슬픔.한국공포영화는 공포보다 새드.OST가 맘에 듦.이병우팬,,,,,,,,
1535,소름끼친다,,,,,,,,
1536,소름끼치게 아름답고 슬프기 그지없는.,,,,,,,,
1537,호환 마마보다 무서운 장마,,,,,,,,
1538,무섭기보단 슬픈 영화,,,,,,,,
1539,괜찮다,,,,,,,,
1540,괜찮은 영화,,,,,,,,
1541,미국 공포보다 우리나라꺼보면 그저그렇다,,,,,,,,
1542,임수정 너무 좋아~ㅎㅎ,,,,,,,,
1543,눈물나는 공포영화. 이병우감독 진짜 배경음악 잘만든다,,,,,,,,
1544,반전,,,,,,,,
1545,정말 한국공포영화중 최고입니다. 무섭다기보다 슬퍼요..ㅠㅠ,,,,,,,,
1546,재밌다! 한국공포중 최고닷,,,,,,,,
1547,제대로된 공포영화.,,,,,,,,
1548,영화가 너무 슬퍼서 눈물이 납디다...,,,,,,,,
1549,마지막에 장면 음악이 너무 비극적이다..,,,,,,,,
1550,괜찮은 영화,,,,,,,,
1551,오 재밋군요,,,,,,,,
1552,무서운거 못보는데 수정 누나땜에 참고 다본 영홥니다,,,,,,,,
1553,난 무서웠다,,,,,,,,
1554,추리하는것처럼 쏠쏠한 재미.......정말잘봣어요,,,,,,,,
1555,종군,,,,,,,,
1556,공포라기보단 계속 답답하기만 하다....,,,,,,,,
1557,한국공포의 걸작!! 내 가슴에 여운을 남기는구나~~,,,,,,,,
1558,좋아 좋아.,,,,,,,,
1559,봉건적 설화구조의 흥미로운 변주,,,,,,,,
1560,good,,,,,,,,
1561,ooooooo,,,,,,,,
1562,소름돋았던몇안되는영화.마지막노래가잊혀지지않는다.,,,,,,,,
1563,반전 괜찮았어 한국영화 잘만드는구나 10점꾹,,,,,,,,
1564,한없이 슬프고 외로운 영화라고나 할까?,,,,,,,,
1565,좋아하는 영화 중 하나. 사운드,,,,,,,,
1566,정말 잘만든 영화  한번 보고끝이 아닌영화...,,,,,,,,
1567,수작중 하나죠,,,,,,,,
1568,임수정이 돌아서는 마지막장면이 음악과 어울리네,,,,,,,,
1569,영화의 작품성도 좋고 내용의 심오함이 뭔가 돋보이는 영화,,,,,,,,
1570,어색한 공포영화..그래도 근영이와 수정이 땜시..,,,,,,,,
1571,이해가 처음에 딱 갓어야 햇는데;;,,,,,,,,
1572,공포영화라는것보다 그냥 한편의 심리소설을 읽은느낌,,,,,,,,
1573,아름답고 . 슬프고 . 임수정의 연기절정을볼수있는영화 .,,,,,,,,
1574,알포인트보다 못만든 영화,,,,,,,,
1575,괜찮은 영화,,,,,,,,
1576,예술영화.,,,,,,,,
1577,이거 때문에 영화에 관심이 생겼고,,,,,,,,
1578,한없이 슬프면서 외로운 공포영화,,,,,,,,
1579,무식하면재미없을영화..다양한해석이필요한색다르고충격적인영화,,,,,,,,
1580,진짜 공포스럽다...,,,,,,,,
1581,최고의 여운,,,,,,,,
1582,여자들의 연기력에 감탄을. 히스테릭한 분위기 좋고 ㅡ,,,,,,,,
1583,알수록,,,,,,,,
1584,어디에서 재미를 느껴야 할지 모르겠다.,,,,,,,,
1585,장르가..공포,,,,,,,,
1586,기대이하,,,,,,,,
1587,깜짝 놀라는 재미,,,,,,,,
1588,볼만해,,,,,,,,
1589,별루 안무섭지만 잼있다.임수정과 문근영땜에 9점,,,,,,,,
1590,공포영화 중 최고다!!!,,,,,,,,
1591,제일좋아하는영화,,,,,,,,
1592,Good,,,,,,,,
1593,이때는 임수정을 잘몰랐는데 ㅋ그래도..,,,,,,,,
1594,영화가 끝난 후,,,,,,,,
1595,정말이지 슬프지만 재밌는 그런 잘 된 영화이다. ^^,,,,,,,,
1596,할말이없을정도 대체이런영화 언제나올련지,,,,,,,,
1597,김지운감독님 팬될거같네;;,,,,,,,,
1598,울 나라 호러영화의 발전을 위해,,,,,,,,
1599,염정아 장난없다. 배우로서의 포스는 이미 절정단계!!,,,,,,,,
1600,최고다.,,,,,,,,
1601,최고의 한국 공포영화..,,,,,,,,
1602,good,,,,,,,,
1603,정말 많이 무섭고... 예쁘고..,,,,,,,,
1604,아름답고 슬픈 영화,,,,,,,,
1605,마지막 장면이 가슴을 아리게 하는 영화.,,,,,,,,
1606,무섭다,,,,,,,,
1607,슬픈느낌이 아리는 고급스런,,,,,,,,
1608,재밌었다.괜찮은 공포영화.,,,,,,,,
1609,슬프고 아름다운.. 몇번이나 봐도 질리지 않는다,,,,,,,,
1610,가족 간의 벽이 만든 너무 아린 슬픈 공포.,,,,,,,,
1611,으음 7점 딱,,,,,,,,
1612,내가본 한국 공포영화중 단연최고~ 반전 각본 배우 다 좋다!!,,,,,,,,
1613,계속봐도 재밌다.. 장마,,,,,,,,
1614,좋은 영화~,,,,,,,,
1615,공포영화란 귀신등장이 아니고 깜짝깜짝 놀라는 것의 묘미이다.,,,,,,,,
1616,잼있다고들하지만과연이어려운스토리를다파악하고하는말일까?,,,,,,,,
1617,귀신이 나와야 꼭 무서운것만은 아니다,,,,,,,,
1618,피아노 음악도 좋았고... 재미있었다!,,,,,,,,
1619,공포영화에서최고다,,,,,,,,
1620,재미있다...ㅋㅋㅋ,,,,,,,,
1621,저 이거 고2떄 친구들이랑 본게 생각 나네요 쵝오!,,,,,,,,
1622,무섭고 놀랍고 슬픈 영화 덧붙여 배우들의 연기가 수준급,,,,,,,,
1623,좋은영화,,,,,,,,
1624,공포영화 본것중 제일나았다.. 반전최고 ㅋㅋ,,,,,,,,
1625,무섭고 재미나고,,,,,,,,
1626,우리나라 최고의 공포영화!,,,,,,,,
1627,귀신이 아니라도 심정적인 공감으로 매우 슬펐던 영화,,,,,,,,
1628,한 번 보고,,,,,,,,
1629,밑에 just12   / 니가 감독이냐?,,,,,,,,
1630,산만하고 스토리 라인 짜임새가 부족하다.. 한국영화의 한계,,,,,,,,
1631,볼만함,,,,,,,,
1632,03/결말좋았음,,,,,,,,
1633,김지운감독은 숨겨놓는 의도가 너무 많아서 코멘터리 필수,,,,,,,,
1634,처음 봤을때보다 재감상때 더 재밌게 볼수있는 영화,,,,,,,,
1635,무섭진않았다. 음악과 여러 소품들이 제일 기억에 남는다,,,,,,,,
1636,주제와 스토리모두 완벽하다. 정말 공포영화중 가장 좋았다.,,,,,,,,
1637,한국 영화중 최고라고 생각한다.,,,,,,,,
1638,역시 김지운은 스타일. 더불어 새로운 공포로의 접근까지.,,,,,,,,
1639,보고난후 가슴에 남아 지우기 너무 힘들었다,,,,,,,,
1640,오~ 놀랍네.,,,,,,,,
1641,슬프고 아름다운 영화...,,,,,,,,
1642,잘 만든 것 같다.,,,,,,,,
1643,색감이 너무 이쁜영화. 배우들도 좋코.,,,,,,,,
1644,족히5번은본영화볼,,,,,,,,
1645,공포가 뭔지 알아? 귀신은 아냐. 자신이 두려워하는 것이 공포야,,,,,,,,
1646,슬프다 무섭다,,,,,,,,
1647,반전 최고다 반전을 비밀로해준 친척언니에게 감사,,,,,,,,
1648,싱크대밑에..그게젤무서웟어.재미는없어,,,,,,,,
1649,보면 볼수록 숨겨진 내용이 많고,,,,,,,,
1650,나를 울게한 공포영화,,,,,,,,
1651,#NAME?,,,,,,,,
1652,또다른 상상 또다른 반전 볼때마다 다르게 보이네,,,,,,,,
1653,진짜 무서워서 몇일 잠못잤던 영화,,,,,,,,
1654,한국영화중 가장 아름다운 화면. 공포는 아니고 비극소녀영화.,,,,,,,,
1655,시각적이고 감각적인 슬픈공포,,,,,,,,
1656,공포영화라기보다는 슬픈영화,,,,,,,,
1657,정말 잘만든 공포 영화 한번 보기만 해서는 이해하기가..,,,,,,,,
1658,사실 처음볼땐 지루했지만..이건 대박. 임수정 너무 이쁘다.,,,,,,,,
1659,미필적고의의 아름다움,,,,,,,,
1660,영상,,,,,,,,
1661,잘만들었다,,,,,,,,
1662,임수정의 연기에 감탄..,,,,,,,,
1663,낭만적 음악에 서정적 풍경. 그리고 여배우 임수정이 아름답다.,,,,,,,,
1664,내가 본 최고 영화중 하나. 단 보고나면 한동안 우울해짐.,,,,,,,,
1665,이 영화는 좋은 영화가 아닙니다. 같잖은 시나리오네요.,,,,,,,,
1666,어려운 영화는 좋다. 다시보는 재미가 쏠쏠하니까,,,,,,,,
1667,OST 와 배우들은 좋았는데,,,,,,,,
1668,언제나 공포영화는 슬프다..,,,,,,,,
1669,네티즌 리뷰보고 거의 다 이해했다... 최고다,,,,,,,,
1670,또 봐야지~,,,,,,,,
1671,무서움 보다 안타까움과 슬픔 때문에 후유증 심각한 영화,,,,,,,,
1672,무서워서 짜증나는 영화 - -;,,,,,,,,
1673,넘 좋아. 꽉 짜인 시나리오,,,,,,,,
1674,이 정도면 괜찮아,,,,,,,,
1675,어려운영화래서 별로-_-,,,,,,,,
1676,바로크한 공포,,,,,,,,
1677,혼자 봤는데,,,,,,,,
1678,이 영화 ost는 정말 잘 만들어 진것 같다. 내용도 굳!!,,,,,,,,
1679,세트장 너무 이쁘고 한국 공포중에서는 최고다,,,,,,,,
1680,수준높은 한국공포영화,,,,,,,,
1681,긴장되는 영화.,,,,,,,,
1682,뇌리에서 지워지질 않아 .. 마지막 수미모습.. 슬펐다.,,,,,,,,
1683,무엇보다더배우들의연기와미술도좋았어요^^*,,,,,,,,
1684,한국 공포물중 최고다,,,,,,,,
1685,무섭긴 한데 내용 이해하기 어려웠음,,,,,,,,
1686,진짜좋았다 최고의 공포영화,,,,,,,,
1687,무서웠어요....,,,,,,,,
1688,여성분들이 더 좋아한듯,,,,,,,,
1689,비록 오래 되었지만 이것이야말로 진정한 한국 공포 영화.,,,,,,,,
1690,문근영의 눈망울이 참 기억에 남았던..,,,,,,,,
1691,두고두고맛봐도좋을.상징과은유,,,,,,,,
1692,고전을 소재로 한 그럴싸한 공포 영화,,,,,,,,
1693,한국 무서운 영화들 중엔 으뜸.,,,,,,,,
1694,그저 그렇다.,,,,,,,,
1695,싱크대밑 OO때마다 떠오르는 귀신 ㅋㅋ,,,,,,,,
1696,폰같은 억지공포보다 훨씬 낫다..,,,,,,,,
1697,무섭지는 않았지만 괜찮은 스토리였다,,,,,,,,
1698,아직도생생한...,,,,,,,,
1699,배경음악이~계속 생각이 난다...,,,,,,,,
1700,슬픈반전...ㅠㅡ,,,,,,,,
1701,생각외로 섬찟했다,,,,,,,,
1702,"대부분...""뭔내용이야?""내용이 좋다지만 파악이 잘안됨",,,,,,,,
1703,스토리영상미등등우리나라공포영화가많이발전했다는걸알려준영화,,,,,,,,
1704,영화배경과 반전과 스토리 정말 괜찮다!,,,,,,,,
1705,영화 내용 자체는 좀 밋밋했지만..OST 하나는 정말 들어줄만하다,,,,,,,,
1706,진짜 눈물나는 영화 乃,,,,,,,,
1707,이거 재미있음,,,,,,,,
1708,무서움보다 더한 아름다움과 슬픔...,,,,,,,,
1709,문근영 짱 !  //,,,,,,,,
1710,뻔했지만그래도영상,,,,,,,,
1711,아...반전이라면 반전?...소름 돋는다...마지막 반주도 최고,,,,,,,,
1712,안무서워 별로,,,,,,,,
1713,돌이킬 수 없는 걸음... 마음 아팠다.,,,,,,,,
1714,영상,,,,,,,,
1715,식스센스보다 일찍 나왔으면 어땠을까?,,,,,,,,
1716,수정누나와 근영누나 이쁘게 나오고,,,,,,,,
1717,괜찮음~,,,,,,,,
1718,좀 무섭게 봤다~이때 근영이 넘 귀엽다~아기같아,,,,,,,,
1719,무섭기보다는 슬프다. 엔딩음악까지.. 여운이 많이 남음,,,,,,,,
1720,수정이누나와 근영이가 너무 이뿌게나와.ㅎㅎ배경굿~,,,,,,,,
1721,아직도 엔딩장면이 잊혀지지 않는다. 여운이 깊게 남는다.,,,,,,,,
1722,결말을 대충 알고 봐서 그런지..별로..,,,,,,,,
1723,한국영화 공포영화중 베스트!!! 스토리 연기 영상 모두 짱!,,,,,,,,
1724,한국 공포영화 치고는..,,,,,,,,
1725,우리나라 영화 정말 많이 발전했구나..생각 든 영화,,,,,,,,
1726,결말이.... 미적지근,,,,,,,,
1727,무서운거보다 스토리가탄탄하고 끝까지봐야 이해돼는내용,,,,,,,,
1728,스토리부터 배우 음악이 모두 좋은영화,,,,,,,,
1729,역시 공포영화는 한국...영화관에서 OO뻔했다 무서워서,,,,,,,,
1730,아름다운 공포영화..지금껏 본 한국호러영화중 최고~!!,,,,,,,,
1731,굉장히 인상깊게 본 영화.. 개성있고 스토리가 좋았던 작품,,,,,,,,
1732,내가 본 공포 영화 중 최고의 영화. 아직도 그 여운이 남아있다.,,,,,,,,
1733,슬픈 공포영화. 반전도 깔끔했다.,,,,,,,,
1734,나름반전,,,,,,,,
1735,강추 예쁜색감과 마지막 반전에 좋다,,,,,,,,
1736,슬프다. 하지만 공포는 없다.,,,,,,,,
1737,어린 문근영을 볼수 있는 좋은 기회,,,,,,,,
1738,공포영화이기 이전에 제대로된 영화.,,,,,,,,
1739,흉내는 잘했군하,,,,,,,,
1740,잼있다 추천!,,,,,,,,
1741,끝에 들어나는 엄청나게 슬픈 진실이 쪼아!,,,,,,,,
1742,한국공포영화의 본좌다,,,,,,,,
1743,고등학교 때 다 보고 슬펐다는..,,,,,,,,
1744,근영이랑 수정이가 만든 영화.,,,,,,,,
1745,재밌었는데..마지막에 이해가안되었지만..,,,,,,,,
1746,임수정의 연기가압박영화가 끝날때까지긴장을늦출수없는영화,,,,,,,,
1747,영화의진정한의미를모르고 단순한 반전영화라고생각해선안된다,,,,,,,,
1748,평균 8점이라는게말이안된다,,,,,,,,
1749,괜찮았던영화....,,,,,,,,
1750,이해하지 못한 분들,,,,,,,,
1751,영상미와 음악,,,,,,,,
1752,평균 8점대가 말이 됩니까? 한국 공포영화의 최고봉께서.,,,,,,,,
1753,이건,,,,,,,,
1754,음악,,,,,,,,
1755,극찬할만한 프로덕션디자인,,,,,,,,
1756,진짜진짜 다시봐도 너무 흥미진진!,,,,,,,,
1757,정말 가슴에 남는 공포영화였다,,,,,,,,
1758,색감이 가장 기억에 남는다,,,,,,,,
1759,비주얼이 좋다 돌일킬 수 없는 걸음~,,,,,,,,
1760,보고 또 봐도 재미있습니다.,,,,,,,,
1761,우리나라에 이런영화가 있었다니 !,,,,,,,,
1762,싱크대아래서 확 나올때..미친듯이 소리질렀다.ㅠㅠ,,,,,,,,
1763,공포영화는남는게없다고생각했는데 이건아니다 -,,,,,,,,
1764,이해가 잘안가서 아쉬웠지만 뜻을 알게된후 감명깊게 본영화^^,,,,,,,,
1765,한국공포영화의 최고봉!!,,,,,,,,
1766,다른 부분은 문제 없지만 내용이 전혀 이해되지 않는 영화,,,,,,,,
1767,2003년에 보고 다시보면 더 굿!!,,,,,,,,
1768,음악과 영화 분위기,,,,,,,,
1769,한국공포영화가 맞나,,,,,,,,
1770,볼만하던데,,,,,,,,
1771,3번봐도 재밌다,,,,,,,,
1772,내가 이해를 못해서 재미없었던 거였나.. 우선 7점,,,,,,,,
1773,ost도 좋았고 반전도 좋았다. 슬프기도했고..,,,,,,,,
1774,처음보고는 이해하기 힘든 고수준의 영화인것 같다.,,,,,,,,
1775,무섭기도 했지만 반전이 ㅋㅋ,,,,,,,,
1776,딱 3번 놀랐지만 아주 재밌었음. 가장 공포스런 건 새엄마.,,,,,,,,
1777,난 왜 이 영화가  너무 슬픈 느낌일까...,,,,,,,,
1778,반전도 좋고..긴장감도 좋았던.. 약간이해불가도 있지만,,,,,,,,
1779,으음...난 별로 공감가지 않던데...,,,,,,,,
1780,예술,,,,,,,,
1781,화목한 가정의 소중함을 색다른 방식으로 일깨워준 훌륭한 영화.,,,,,,,,
1782,공포분위기 상당히 괜찮았음. 덕분에 많은 장면을 못봤지만.,,,,,,,,
