,content,,,,,,,,,
1691,뒷부분이 진짜 개소름!!! 앞부분은 정말 실망스러웠는데,,,,,,,,,
1692,앞 부분 내용은 좋은데 뒷 부분이 살작 아쉬웠음,,,,,,,,,
1693,만석인 영화관에서 봤는데 너나할것없이 다 귀막고 봄ㅋㅋ중간중간 코믹한 장면이 쏠쏠함관객들 긴장 풀기용으로 의도적으로 가미한듯암튼 공포영화 마니아로써 15세치고 간만에 괜춘,,,,,,,,,
1694,그냥 갑자기ㅍ튀어나오는것에만 급급한영화 같다. 그래도 심장은 쫄깃해짐,,,,,,,,,
1695,난 알바도 아니고 공포영화에 환장하는 사람임.이 영화 꼭 보세요 겁나게 무서움 기대이상임..영화끝나고 화장실에서 무섭다는 얘기 막 들림ㅋㅋㅋ끝부분쯤에서 짠해서 눈물도 흘림..,,,,,,,,,
1696,기대이하네요....,,,,,,,,,
1697,전편보다 무서운건 별론데 그래도 무서움 오늘 잠못잔다,,,,,,,,,
1698,무섭다고 하길래 기대하고봣는데..초중반은 그럭저럭 놀래는장면 두장면 하고는 마지막은 예상했던대로 흘러감..엄마장면에서는 살짝 눈알 뜨꺼워짐. 기대이하임ㅜㅜ,,,,,,,,,
1699,다른분들은 어떨지 몰라도전 잘 이끌어가다가 점점 막장이 되가는 느낌이 드네요분위기에 비해 연출에서 부족한느낌이매우 나는 영화였습니다.,,,,,,,,,
1700,깜놀부분에 진짜 놀라게 해주는건 맞아요! 근데 깜놀부분에 뒷사람이 자꾸 발로 차서...ㅠㅠ,,,,,,,,,
1701,귀막고 눈감고 본 제잘못입니다 일프로도 안무섭구 연골만아파요 눈감고 귀안막고 심장 튼튼분들만 시청하세염,,,,,,,,,
1702,깝툭튀 dd,,,,,,,,,
1703,ㄹㅇ 평점 1점도 아깝네인시디어스 팬이라 보러갔는데내용 진짜 짜맞추기 개노잼 놀라는 타이밍도 소리로 다 알려줘버리네기억나는게 돈내고 팝콘사먹은거밖에 없네,,,,,,,,,
1704,동생이팬티에오줌지렸다고해서봤는데....와...돈아깝다 차라리 인시디어스2가 났다고봄....진짜노잼쓸때없는 억지감동도별로고스토리도넘짜집기ㅜㅜㅜ인시디어스 시리즈조아햇는데ㅜㅜㅜㅜ실망,,,,,,,,,
1705,무서움무서움무섭무섭,,,,,,,,,
1706,전작을 봐야만 이해가 되는부분이 있긴하지만 그 외몰입도나 스토리면에서는 나름훌륭했음,,,,,,,,,
1707,인시디어스 스타일이긴한데 마지막이조금 어이없었..,,,,,,,,,
1708,귀신이더불쌍한영화 호흡기떼부려,,,,,,,,,
1709,소리가무섭네요 깜짝놀라고요,,,,,,,,,
1710,적당한 공포 적당한 개그 적당한 스토리,,,,,,,,,
1711,진짜 역대급공포닼ㅋㅋ중간에조금웃긴장면ㅇㅣ나오지만 그래도진짜 좋은영화다...♥♥♥,,,,,,,,,
1712,내가 인시디어스1부터 2까지 극장에서 본사람인데 1보다는 아니지만 2보단 나은데?전혀 안무섭고 3보다 코믹스러운 2가 괜찮고 3이 별로라는 사람은 영화를 뭘로보는건지 너무 기대하고가면 재미없겠지만 3은 예상할수없는 ...,,,,,,,,,
1713,생각 보다 너무 안무서웠던영화 놀라는 파트가 많긴했는데 막 이 때 쯤 놀라겠구나 드는게 많아서 그렇게 놀라지도 않고ㅠㅠ근데 연기력은 진짜 좋았음 그리고 여주 존예임,,,,,,,,,
1714,무섭지는안쿠 깜짝놀라는정도 ㅠㅠㅠ 아쉬워용,,,,,,,,,
1715,기대하면서 봤는데 생각했던것보단 평범했습니다 ㅎㅎㅎ 그렇지만 음향 효과를 잘쓴건 부정하지 못하겠네요~,,,,,,,,,
1716,막판에 앨리스무적되는거빼곤 다좋았다,,,,,,,,,
1717,긴장하고 무서운 장면은 있었지만 정말 실망적이었다,,,,,,,,,
1718,전 1편 2편 보다는 내용이 별로였구..ㅋㅋ겁주기는커녕 갑작스러운 코믹땜에 김 다빠짐감독이 다르니까 영화가 확실히 다르구나,,,,,,,,,
1719,내가 영화관에서 본 1번째 공포영화 무서워 죽을뻔,,,,,,,,,
1720,팝콘 쏟아요 ㅠ ㅠ 사들고 가지마세요,,,,,,,,,
1721,처음에는 볼만하다 후반은 무슨 코미디영화됨ㅋㅋ소리만 크고 내용은 진심노잼....내 돈ㅠㅠ,,,,,,,,,
1722,대학동기들이랑 봤는데 진짜 재밌었어요!,,,,,,,,,
1723,아 너무 무서워요 ㅠㅠ 방금보고 나왔는데 진정이 안되요 ㅠㅠ,,,,,,,,,
1724,무섭네여 재밌게버ㅏㅆ습니다,,,,,,,,,
1725,원래 무서운거 잘보는대....오늘은 아빠랑 자야겟어요.... 흑....  진짜ㅠㅠ 이영화 만든사람 다나와 희성준혁쥬범짱짱,,,,,,,,,
1726,진짜 강추보는 내내 소오름이다들소리지르고. 중간에 깨알재미까지.잘봤습니당,,,,,,,,,
1727,뻔한 스토리. 뻔한 놀래킴. 작위적으로 들어가있는 코미디. 무섭지 않은 귀신,,,,,,,,,
1728,정말 깜짝 깜짝 놀랄 장면이 많은데,,,,,,,,,
1729,1,,,,,,,,,
1730,핵노잼 깜짝놀라는것만 빼면...,,,,,,,,,
1731,걍말할거없이 깜짝깜짝놀라고 재밌어요,,,,,,,,,
1732,3편 중 제일 별로던데제발 영화볼때 옆사람이랑 떠들지좀 맙시다영화 집중을 못하네ㅠ,,,,,,,,,
1733,소리가 반은 먹고 들어간 영화 .. 별로입니다,,,,,,,,,
1734,그냥 깜짝놀라는정도 마무리는 진짜 별로다,,,,,,,,,
1735,컨저링이랑 인시디어스는 다른 거였는 걸 몰랐네.. 호러풍 인생극장.. 훈훈해진다...,,,,,,,,,
1736,인시디어스 매 시리즈마다 느끼는건 앨리스는 듬직하고 사이다같은 역할인듯 4도 기대되네요 아마 2 마지막 장면 이어가지 않을까요? 거기서 최종보스 악마랑 앨리스의 마지막 대결이 예상됨,,,,,,,,,
1737,눈 가리고 본적 처음... 인시디어스 넌 내 자존심에 상처를 주었어,,,,,,,,,
1738,1편보다는 별로지만 재밌네영,,,,,,,,,
1739,스릴러에서코믹으로.,,,,,,,,,
1740,솔직히 깜짝 놀래키는거로만 공포감을 주려고 하니 후반부 갈수록 익숙해져서 진부해짐. 사운드는 좋긴 한데 그게 다인듯. 스토리도 빈약한거같고 아무튼 기대에 못미침,,,,,,,,,
1741,재미는 있어요.~~ 친구들과 봤는데 무서웠어요,,,,,,,,,
1742,솔직히 대답하자면,,,,,,,,,
1743,시즌1,,,,,,,,,
1744,1편보다 훨씬 낫다..영화관가서 1편보고 2편안보고 3편그냥 봤는데..이정도면 볼만한 것 같다..또 4편도 나오는건가? 그냥 앨리스의 일기정도로 코믹이랑 섞어서 진행해도 될 정도 할머니 유쾌하다ㅋㅋㅋㅋ재밌고 간간히 ...,,,,,,,,,
1745,1점 받을 영화는 아닌듯8-9점  정도가적당한데  알바들땜에 10점,,,,,,,,,
1746,변태 할아버지의 애완동물 수집기 영화,,,,,,,,,
1747,진짜 내가봤을땐 이거 다 알바인듯;스토리도 별로 그냥 깜짝 놀라서 무섭다는거 ㅇㅇ돈내고 본걸 후회한다. 평점에속았넼ㅋㅋㅃㅊ이거본다는 친구들 내가 다말릴거,,,,,,,,,
1748,아~~~ 1,,,,,,,,,
1749,뭐야  감독이  제임스완이  아니잖아 ㅡㅡ;,,,,,,,,,
1750,깜짝 놀래키기만 하는 영화.. 이런식이면 김태희가 갑툭튀해도 놀랄듯,,,,,,,,,
1751,놀래서 경기 일으킬때마다 쪽팔리더라,,,,,,,,,
1752,목다쉬고잠못잤어요같이영화본사람끼리잠..,,,,,,,,,
1753,영화가 끝나고 밖으로 나갈때 다들 어우 허우 이러시더라구요. 중간중간 놀라서 뒷통수가 뒷좌석에 앉은 분께 닿을뻔 했어요. 마지막까지 제대로 놀래킴,,,,,,,,,
1754,중간에  깜짝 깜짝 놀라늣  부분도  많고  깨알같은 개그코드도  있고  킬링타임 용 인듯 합니다,,,,,,,,,
1755,솔직히 무서운건 없었고 놀래키는 장면이 대부분이네요. 그나마 무서웠던 장면을 꼽으라면 침대 밑으로 다리 보이는 장면? 어쨋든 중간중간 깔리는 브금이 너무 좋아서 6점,,,,,,,,,
1756,방금 보고 나옴 쫄깃 쫄깃한게 재미있음 ^^,,,,,,,,,
1757,와..소름돋아요~!!!그영화제작을잘만드네요..근데..마지막장면..악마..또 4편나오겠네요ㅠㅠ,,,,,,,,,
1758,내용이 유치해요 그래서 무섭지도 않고 돈주고 보기는 아까움 공포영화보고싶어서 봤는데 허무함 놀래키기만하고,,,,,,,,,
1759,내옆의친구는웰컴투동막골찍음....,,,,,,,,,
1760,평점이 낮아서 걱정했는데 생각외로 정말 재미있게밨어요~~사운드가커서 중간중간에 놀래기도했지만 갠찬은 영화였어요,,,,,,,,,
1761,무서운거 진짜 못보는데 그래도 이건 2/3는 본것 같아요 근데 초충반은 무서워서 진짜 무서운장면 하나도 못봤아여. 깜짝깜짝 놀라고,,,,,,,,,
1762,인시디어스 1,,,,,,,,,
1763,마지막만 좋았으면... 공포는 최곤데 끝이 아쉽다..,,,,,,,,,
1764,공포영화 오랜만에 봤는데 재밌었네요 ㅋㅋ,,,,,,,,,
1765,사운드 최강입니다 ㅠㅠ,,,,,,,,,
1766,진짜 인생최악의 공포영화다 무섭진않고 깜짝놀라게 하는 장면만 계속넣어놔서 억지로 무섭게 만들려한거같은데 컨저링이나 에나벨하고는 무서움의 급이다르다 깜짝놀라는거랑 무서운건 다른걸 알아야함 초중반엔 그나마 봐줄만 했는데...,,,,,,,,,
1767,갑툭튀만 많고 소리만 깜짝깜짝 놀라지 이건뭐 내용도그렇고 귀신도그렇고 걍 개노잼 마지막엔헛웃음나옴ㅋㅋㅋ,,,,,,,,,
1768,옆자리 여자때문에 심장멎을뻔 덜 무섭게좀 해주세요,,,,,,,,,
1769,지루함.. 마지막에만 좀 놀랐네,,,,,,,,,
1770,앞에 분이 지리셨더라구요 . 거기서 느꼈죠. 이 영화가 OO 무섭다는 것을 .,,,,,,,,,
1771,잼^^ 다리까지 소오름이 돋았네요^^,,,,,,,,,
1772,아 진심 잠 어케 자냐고...,,,,,,,,,
1773,이게 무서운감정인가 하여간 갑툭튀많음 소리로 사람 놀래킨다고 해야하나 여운따윈 없음 영화 보고 나오는 순간 잊게되는 스토리,,,,,,,,,
1774,미디엄 팝콘이 라지로 변했음.ㅎㅎ,,,,,,,,,
1775,무서웠지만감동적...,,,,,,,,,
1776,스토리는 별로이나 영화관에서 보니 정말 심장이 쫄깃쫄깃 깝툭튀가 정말 많이나옴. 다보고 끝나니 심장이 아픔,,,,,,,,,
1777,보는내내눈가리고봄 ...진짜최고,,,,,,,,,
1778,영화가 보여주는 저승세계의 가치관이 내 생각과 비슷했다.,,,,,,,,,
1779,솔직히 1,,,,,,,,,
1780,인시디어스 전작을 봤다면 꼭 봐야할 영화,,,,,,,,,
1781,스토리는조은데 귀신생긴게안무서움,,,,,,,,,
1782,인시디어스 시리즈는 맨처음 빨간글짜 턱 뜨면서 사운드랑 제일 무서워 ㅡㅡ;,,,,,,,,,
1783,무섭지않고 웃겼다.그렇지만 재미없다고는 말할수없다..공포영화가아닌 코믹으로 전향했다면..,,,,,,,,,
1784,오오미 굿굿ㅜㅜ짱이에여,,,,,,,,,
1785,감독이  바꼈나? 드럽게 안무섭네 ... 1,,,,,,,,,
1786,가볍게 볼만합니다 스토리는 아쉽지만요,,,,,,,,,
1787,분명 2D로 삿는데 본건 4D임. 소리가 너무커서 바닥이 울릴정도 공포는 아예 없고 단순히 깜짝 깜짝 놀래키기만 하는 영화.차라리 이 돈으로 롤러코스터를 타는게 나을 듯 싶다.,,,,,,,,,
1788,심장 폭행당하는줄 알았습니다,,,,,,,,,
1789,진짜무섭다고해서 봤어요 ㅋㅋㅋ재밌네요 많이웃고왔어요~,,,,,,,,,
1790,영화보다 사운드가 무섭다. 마지막에 가선 거의 판타지인듯,,,,,,,,,
1791,잘 만들었고 재밌는 영화다. 긴장감 넘칙 깜놀하고 쥰내 무섭고 오싹하다. 잼.게 잘 봤다. 평점 낮은애들 신경쓰지 말고. 영화 5000편 이상 본 사람으로서 추천한다. 스릴러 좋아하면 만족할거다. 개 깜놀데스네[,,,,,,,,,
1792,전작보다 호러감이 덜하네요,,,,,,,,,
1793,할머니와의 의리로 봤다,,,,,,,,,
1794,최악이다 진짜 보지마세요 스토리 시시하고 사람들 다 끝나고 엥? 뭐지뭐지? 이러면서 나왔어요,,,,,,,,,
1795,사운드는 대박인데 귀신의 정체가 생각보다 바로 나타나서ㅋ..긴장감은 별로..살짝 오그라드는부분도 잇구 마지막은 그냥 감동공포영화치고 그냥 쏘쏘ㅋ,,,,,,,,,
1796,깜짝 놀래키기만하고 뜬금없는 미라같은 귀신이 나옴 마지마 허망한느낌받음 그래도 소리는 커서 좋움,,,,,,,,,
1797,중반까진 괜찮은데 마무리가 참 아쉽네요.,,,,,,,,,
1798,진짜 극도로 놀라는장면 많고요 한여름에 덕분에 한기도 느껴봅니다 정말 강력추천합니다 보다가 소변보시러가는 관객들 많습니다,,,,,,,,,
1799,계절따지지않고 영화관에서 공포영화감상하는 매니아입니다. 개인적으로 역대급이라고생각합니다. 결말에흠이있지만어차피 핵심내용은 다 끝이난상황에 마지막까지 긴장을 늦추지말라고 경고하는듯한 메시지같앗습니다.,,,,,,,,,
1800,심장 쪼그라트리려고 작정하고 만든 영환듯.겁나 자신있게 심야로 보러갔는데 후....몸을 순간적으로 부르르떨면서 놀라긴 처음..기대를 져버리지않는군..b,,,,,,,,,
1801,예야 아주 재밋고 다음편이 기되됩니당,,,,,,,,,
1802,리뷰보지말고 예매안하고머하냐...,,,,,,,,,
1803,무섭다기보단 적당히 무서움을 즐길만하고,,,,,,,,,
1804,2보다 임팩트가 약하고 재밌긴 한데 싱겁네요 ㅎㅎ;,,,,,,,,,
1805,잘 만들어낸 공포영화 적어도 올해엔,,,,,,,,,
1806,진짜무서워요...친구랑보러갓는데 둘다나올때다리힘픈려서 주저앉고ㅜㅜ 올여름공포영화강추!,,,,,,,,,
1807,레알 이건 인시디어스 1,,,,,,,,,
1808,진짜,,,,,,,,,
1809,깜짝 놀라는 장면 많이 나와요.  애나벨을 영화관에서 봤을땐 돈아까웠는데 이건 만족해요. 그리고 더 재밌게 감상하려면 인시디어스 시리즈 다보고 보시길 추천해요. 전편 안본분들은 스토리 이해를 잘 못해 후반구성에 이게...,,,,,,,,,
1810,급격하게 망가져버린 시리즈,,,,,,,,,
1811,항상 뭐든 1편보단 별로인법.. 깜짝놀래티는거말고는 글쎄..,,,,,,,,,
1812,그냥 6점정도 나름 볼만은 하지만 갈수록 장르를 벗어난다 그래서 6점...초반의 긴장감은 귀신의 본격적인 등장과 함께 영화내내 사라지고...마지막은 뭐...공포영화라곤 할수없을 정도로..지루했다..집중도안되고 무섭지...,,,,,,,,,
1813,오랜만에 공포영화 굿 소름돋네요 ㅋㅋㅋ재밌어요,,,,,,,,,
1814,무섭지만 마지막은 약간;,,,,,,,,,
1815,hdjabsjakakas,,,,,,,,,
1816,뻔한 스토리지만 놀래긴 놀랬다.,,,,,,,,,
1817,사운드는 좋다. 무서운 장면도 나온다. 하지만 영화 전체가 무서움보다는 코미디와 스토리에 너무 좀 실망했다.즉 심박수로 영화를 광고했던건 진짜 과장 광고라고 생각이 든다.,,,,,,,,,
1818,생각보다 안무섭고 재밌었어용 ㅓ,,,,,,,,,
1819,똑같은 포맷으로 3번 우려먹으려니 약발이 다했는지 무리수 이펙트를 노렸지만 유치함만 더하고 말았다. 시리즈 초반의 몽환적이고 신비한 느낌은 사라지고 유치한 악마 탈을 쓴 광대의 모습만 기억에 남는다.,,,,,,,,,
1820,무서워서 영화 반을 못봄;,,,,,,,,,
1821,중반부터 코믹으로변함. 보던사람들 다들 빵터짐ㅋㅋㅋ지금까지 본 영화중에 귀신이 제일귀여운듯(쓰담쓰담),,,,,,,,,
1822,중반까지 엄청 무섭다가 중반부터 개그물되더니 후반부터는 가족물.. 중간에 감독이 바꼈나 했다 Come on bitch가 인상적이였음. 무튼 그래도 중반 이후 나온 그 콤비덕에 밤에 혼자 엘레베이터 탈 수 있게 해줘서...,,,,,,,,,
1823,스릴... 하 심장 멎는 줄 알았네  역시 공포영화는 큰 스크린에서 빵빵한 사운드로 즐겨야 제 맛!,,,,,,,,,
1824,좋아요 인시디어스 1,,,,,,,,,
1825,어우 쪽팔리게 영화관에서 으엌거렸다 집들어가기 무서워..,,,,,,,,,
1826,엄청 기대했는데 별로 안 무서웠어요... 배우분들 연기력은 진짜 대박인듯 여주도 완전 예쁘고 근데 SF판타지보는 기분도 들고... 생각보다 많이 인무서웠어요,,,,,,,,,
1827,시리즈물로 이어지는 캐릭터들은 좋았으나 이번작은 진행은 너 무 단조로웠다 공포물이라고 하기보다는 드라마화 되어가는거 같은 느낌,,,,,,,,,
1828,전형적인 공포물 음산한 배경음악으로 긴장감을 유발시킨후 깜짝놀래키는 방법을 영화 처음부터 끝까지 사용한다 그래서 그런지 옆자리 여자두명도 초반엔 얼굴로 손가리다가 후반에는 걍 팝콘씹으면서 보더라... 무섭다기보다는 ...,,,,,,,,,
1829,무섭진 않고 코미디인줄,,,,,,,,,
1830,영화관에서 정말 무섭게 봤어요 심장 쫄깃했네요근데 시간 지나고 다시 생각해보면 영화가 웃겼던거 같기도 해요 할머니가 악마 해칠때..ㅋㅋ,,,,,,,,,
1831,그냥 공포영화로 보기는 나쁘지않네요,,,,,,,,,
1832,인시디어스1,,,,,,,,,
1833,솔직히말해서 그렇게 많이 재밋진않앗습니다 1,,,,,,,,,
1834,보다가 오줌쌌쪄염ㅠㅠ,,,,,,,,,
1835,맨 마지막 장면에 암흑수정 라이즈 나옴,,,,,,,,,
1836,전편을 너무재미있게봐서 기대했는데그저그랬어요,,,,,,,,,
1837,조금코믹요소가있는 깜짝놀라는 부분도있지만 귀신이 너무 어설퍼요ㅜ,,,,,,,,,
1838,놀래키는것만 많고내용은걍 유치함,,,,,,,,,
1839,오랜만에 배잡고 웃어본 듯,,,,,,,,,
1840,솔직히 마지막에 이게 뭔 휴먼드라마인가 싶었고..기대에 못미침 별로 안무서움,,,,,,,,,
1841,진심 돈아까움... 스토리 개진부,,,,,,,,,
1842,앨리스 할머니가 1편부터 빠짐없이 출연하는 걸 보니 진정 히로인이네,,,,,,,,,
1843,소리가 무섭당 ㅠㅠ ㄷㄷ,,,,,,,,,
1844,1,,,,,,,,,
1845,중반까지 무서움. 놀래킴. 마지막은 재밌음. 그래서 다행.,,,,,,,,,
1846,생각햇던거보다 별로 안무서움.. 더 짜릿하길 원햇는데,,,,,,,,,
1847,깜짝놀라는부분이 많아서 심장떨어질뻔 5번이나ㄷㄷ...심장마비걸리는줄,,,,,,,,,
