,content,,,,,,,
2148,해석을봐도 잘 이해가 가지않는다. 내가 멍청해서이지만..하지만 여주의 마지막 서프라이즈 대사는 온몸에 소름이 돋았다.,,,,,,,
2149,여주인공 연기는 진짜 최고였다! 전체적인 스토리 흐름은 조금 아쉬웠지만.. 볼만했다!,,,,,,,
2150,꽤 재밌게 봄,,,,,,,
2151,재미없을까 걱정했는데 재밌었어요! 끝날 때까지 긴장을 놓을 수 없었고 등장인물들 연기도 좋았네요!!ㅋㅋ추천함다~,,,,,,,
2152,투명인간보다 여주인공이 더 무서웠음...마지막 장면 ㅎㄷㄷ,,,,,,,
2153,그렇고 그런... 무난한...,,,,,,,
2154,장르가 공상과학스릴러 라는걸 좀 알고 봤으면 좋았을듯.. 보통 스릴러가 결말을 2번정도 꼬으는데 이건 3번 트위스트꽈배기임..,,,,,,,
2155,어우 간만에 스릴러 영화 봤는데 꽤나 긴장을 늦출 수가 없는 영화였다. 근데 레알 마지막 결말 솔직히 내 마음에는 안드는데 그래도 영화가 너무 좋았다.,,,,,,,
2156,데이트 폭력ㅇ,,,,,,,
2157,스토리가 나름 탄탄하고 긴장감을 잘 끌어 올렸다. 결말도 만족 헀다.,,,,,,,
2158,그저 킬링타임은 된다 생각,,,,,,,
2159,진정한 첨단과학의 남용,,,,,,,
2160,제법 볼만합니다. 추천~!,,,,,,,
2161,비로소 스토커는 역으로 죽여야 벗어날 수 있다는 것을 보여준 영화 “정당한 살인”,,,,,,,
2162,귀신 나오는 공포 영화인 줄 알았는데,,,,,,,
2163,이제까지 투명인간이 나오는 영화 중 '할로우맨'을 가장 높이 평가했는데,,,,,,,
2164,요근래 본영화중 최고에요 영화다보고 굿좝~~나이스~~박스쳤네요 정말볼만했어요 와우 이런영화만 본다면 나는영화맨날보겠다~~~,,,,,,,
2165,반전에 반전!!인간은 어지까지 악하고 믿을수 있나...이런일들이  머잖아 현실이 될수도..,,,,,,,
2166,소시오패스 남자에게 도망친 여자가 남자의 거액의 유산을 받고 부터 이상한 일들이 일어나는 스토리를 그린 공포,,,,,,,
2167,위협적인 투명인간이라는 이제는 평이한 소재이고 엄청난 호러는 아니지만,,,,,,,
2168,기존에 봐 왔던 투명인간과 비슷한 연출이지만 이런류는 언제나 신선하게 느껴진다. 의외로 특수효과 퀄리티가 우수하고 볼만하다. 그러나 전체적으로 런닝타임이 쓸데없이 너무길고 중반부 이후는 너무 뻔한 전개가 아쉬움,,,,,,,
2169,뭐야뭐야 하다 끝나는 영화. 첨엔 뭐 이딴 개연성없는 영화가 다 있어?! 했는데 장면들을 잘 더듬어보면 결말이 이해됨. 하지만 해석하는거에 따라 두가지 결말로 보여질수도 있다 생각함. 쉽게 말하면 여주인공이 '...,,,,,,,
2170,예고편 보면 스포당함 보지마셈,,,,,,,
2171,리 워넬 쏘우 각본 쓴 감독이라 기대했음 다음에 감독이 리 워넬이라면 그 영화 또 볼거에요. 할로우맨과는 다른 느낌이었어요.,,,,,,,
2172,결말이 아쉽긴한데 보는 내내 스릴감넘침 사람도없어서 더 넘침 ㅋㅎㅋㅎ 근데 마지막에 반전 개쩜,,,,,,,
2173,신은 그에게 세상을 가질 재능을 주면서 동시에한 여자에게만 집착하는 정신병까지 주었다,,,,,,,
2174,1도안무섭... 그냥 연기 죤잘하네 생각하면서 본 영화재미는 있네.,,,,,,,
2175,진짜 있을법한 현실적인 공포랑 통쾌한 결말까지 너무너무 만족스러웠습니다!,,,,,,,
2176,이거보고나서 운전하는데 춥고 떨렸음.영화보면서 긴장을 너무많이했나봄ㅋ 환공포증 있는분들 보면 안될듯,,,,,,,
2177,소리,,,,,,,
2178,오랜만에 돈안아까운영화 전작 어스보다 더 마음에 들어요!,,,,,,,
2179,현실이 보이지 않는 공포 그 자체다..,,,,,,,
2180,평점 9.2까지는 아니어도 돈아깝지는 않은 영화.,,,,,,,
2181,,,,,,,,
2182,재미있게봤어요.쓸잘데기없는 귀신영화보단 몇배 나은듯 해요,,,,,,,
2183,아무리 무서운 영화라도 OST없으면 공포감이 와닿지가 않는데 이 영화 역시 OST가 공포감을 느끼는데 한 몫 한 것 같고 보이지 않는 공포와 상대하는것 또한 스릴있었으며 보는 내내 추리를 하게 해서 재미있었다.,,,,,,,
2184,코로나 땜시 영화관 전세내고 봤다 마스크 껴서 안그래도 답답한데..,,,,,,,
2185,,,,,,,,
2186,코로나 때문에 널직히 앉아 홀로 볼때 옆자리에서 분명 마른기침 참는 소리 들은거 같은데~,,,,,,,
2187,,,,,,,,
2188,나도 투명인간 되고 싶다 ㅎㅎㅎ,,,,,,,
2189,,,,,,,,
2190,투명하게 만드는 방법이 나중에 가능할거 같아서 더 재밌었어여,,,,,,,
2191,관객과의 두뇌게임을 유도하는 스토리 라인인 듯. 결론적으로는 쉽게 쉽게 해석한 것이 맞는 듯 하지만 마지막에 다른 해석의 여지를 살짝 남긴 것으로 이해함. 새로운 재료로 서스펜스를 만들었다는 점에서 신선,,,,,,,
2192,,,,,,,,
2193,핼러윈맨 공포 버젼 새로운 느낌!,,,,,,,
2194,,,,,,,,
2195,,,,,,,,
2196,구도가 주는 긴장감이 좋았음. 스토리는 좀 별로지만 사운드랑 주인공 연기도 좋았아요.,,,,,,,
2197,,,,,,,,
2198,연기 스토리며 다 굿굿 존잼,,,,,,,
2199,,,,,,,,
2200,투명인간이라는 소재자체가 언제 어디서 나올지 모른다는 긴장감이 있어서 공포스러웠습니다. 약간 답답한부분도 있지만 잘봤습니다.,,,,,,,
2201,한국공포 특 종교,,,,,,,
2202,내가 애드리안이다! 난 아직 살아있다 사실 :),,,,,,,
2203,사실 별거 아닐 수도 있는데 연출이 뛰어나서 긴장의 끈을 놓을 수 없었네요..ㅎㅎ특히 음악때문에 계속 긴장ㄷㄷ,,,,,,,
2204,,,,,,,,
2205,존잼 보는내내 긴장감 굿,,,,,,,
2206,아..평점 9점대 까진 확실히 아닌것같은데..후반엔 앤트맨 고스트보는것같기도하고..이건 내가 취향이 이상한걸로ㅡㅡ..,,,,,,,
2207,진짜 심장터지는줄... 꼭 여친이랑보셈 손꼭잡고볼수있음,,,,,,,
2208,여자분 초반에 도망칠때 왜 큰가방을 메고 갔는지 담 넘을때 특수 요원인줄 컴퓨터도 잘만지고소재신선하였습니다,,,,,,,
2209,귀신이나 혼령의 공포가 아닌 4차혁명 시대를 앞서는 공포입니다. 신선해요. 그러나 스토리 구성상 전반부 기승인 지루한감이 있어 점수를 뺐으며 후반부는 흥미진진 합니다! 저는 추천이에요! ㅎㅎ 혼자봐도 괜찮은 공포물^...,,,,,,,
2210,,,,,,,,
2211,간만에 보는 공포,,,,,,,
2212,범인은 달리기를 못한다.,,,,,,,
2213,예고편만큼 무섭진 않지만 긴장하면서 봤어요.,,,,,,,
2214,,,,,,,,
2215,논리적으로 맞지 않는 부분이 몇개 있긴 한데 그래도 내내 긴장타면서 잘 봤어요.,,,,,,,
2216,와 진짜 보는내내 소름인 영화,,,,,,,
2217,뻔한스토리지만 재미나게 봤습니다,,,,,,,
2218,간만에 제대로 된 스릴러 영화를 본 것 같다. 초반부터 긴장감 있어서 영화가 지루하지 않고 보이지 않는 것에 대한 긴장감 조성이 신선하고 재밌었음,,,,,,,
2219,솔직히 무서운건 하나도 없고 어제 그제 오늘 계속 ocn채널에서 방영해주고 있는데 ㅋㅋ무슨 내용이 처음부터 남자조연이 투명인간으로 나오고 ㅋㅋ 어찌해서 투명인간이 되었다는  과정은 안 나오고 .ㅋㅋ 그리고 여주는 영...,,,,,,,
2220,초반부는 다소 루즈하지만 후반부로 갈수록 반전에 반전을 더함.초반부 지루하다고 나가지 마세요 ^^,,,,,,,
2221,여주 캐릭터가 좀 …  시고니위버같은 여전사도 아니고 … 샌드라블록같은 깡다구 미인 캐릭터도 아니고 너무 조연급 평범이미지 …,,,,,,,
2222,부자 발명가가 집착하기엔 여주 외모가 평범이하라 설정이 억지스러움.. 아래 댓글중엔 펭귄걸이라는 평도..,,,,,,,
2223,뭔가 애매한데…재밌긴 한데 약간 디테일이 아쉽,,,,,,,
2224,진짜 그냥 개 쓰레기 영화 진짜 절대보지마세요,,,,,,,
2225,말 같잖은 결말. 그럴싸한 어그로로 표팔이 해놓고 이게 지금... 뭐하자는 거...,,,,,,,
2226,아니 이게 재밌다구요...?보는 내내 답답해서 죽을 뻔 했는데...?가스라이팅 중에도 선 넘는 남편한테 복수하는 내용인가 하고 봤는데와우ㅋㅋ끝에 진짜 왜 혼자 후련해하는지 이해 안 되고후 나였으면 똑같이 괴롭히다가 ...,,,,,,,
2227,제임스...  지능이 너무 떨어지는 거 아냐? 각본가가 그런 거겠지??,,,,,,,
2228,부제: 펭귄걸에 집착한 남자들,,,,,,,
2229,넷플릭스로 봤는데 이게 평점이 왜 높은지 이해가 안가네 ㅋㅋㅋ,,,,,,,
2230,지루하고 엉성한 영화의 평점이 너무높네. 너무 지루함... 다이나익한 액션도 없고,,,,,,,
2231,재미없음 일단 여주행동이 너무답답하다 상식선에서 이해안되고 영화라는점 감안하고 봤지만 영화적설정이 너무심한거아닌가 관객한테 그러려니하고 봐라 하는게,,,,,,,
2232,공포인줄 알고 봣는데 스릴러물에 더 가깝네요 나름 괜찮음~,,,,,,,
2233,겟 아웃이 더 무섭다는 아가는 뭐하는 우동이여? 난 우동보다 잔치국수가 더 낫던데..,,,,,,,
2234,기대하고 봤음에도 끝까지 몰입되는영화.,,,,,,,
2235,남자 진짜 무섭다,,,,,,,
2236,써프라이즈~~!!!,,,,,,,
2237,할로우맨 현실판 버전.,,,,,,,
2238,간만에 스릴러다운 스릴러 본 느낌,,,,,,,
2239,짱구 극장판이 이거보다 무서움,,,,,,,
2240,투명인간의 시선같은 카메라앵글과 싸늘한 긴장감이 인상깊었다. 언제 튀어나와도 모를 존재에 쫓기는 여주인공의 연기도 일품,,,,,,,
2241,할로우맨이랑 비슷..,,,,,,,
2242,여주인공 마지막이 반전이네요~,,,,,,,
2243,처음엔 cctv를 확인하지 않는 경찰들이 너무 답답했는데 마지막에 반전이 있어서 놀랐고 확실히 처리되어서 좋네요ㅎㅎ 다른 영화보면 열린 결말로 끝내거나/ 처리한 줄 알았는데 알고보니 아직 더 있다거나 하면서 끝내서 ...,,,,,,,
2244,결말이 아주 사이다네요 강추강추,,,,,,,
2245,너무 무서워서 신랑옆에 딱 붙어서 봤음--; 스토리가 넘 재밌고 엔딩까지 아주 속이 다 후련할 정도로 깔끔!,,,,,,,
2246,응근 재밋어요ㅋ 봐도 아깝지 않은 영화,,,,,,,
2247,어느정도 결말이 예상가는 스토리였지만 볼마는 했어요.의심이 시작되는 순간부터 나같으면 소화기 들고다녔을듯...,,,,,,,
2248,,,,,,,,
2249,연출 좋네요 투명인간 컨셉으로 영화 만들기 쉽지 않은데 감독이 노력을 많이 한것 같네요 적당한 킬링타임용 영화라고 생각했는데 생각보다 더 괜찮은 작품이네요여주인공이 끈적한 연기를 굉장히 잘하셨네요,,,,,,,
2250,시간 아까움. 지루 함특별한 스토리가 없는 뻔한 스토리,,,,,,,
2251,뒤로갈수록 그녀를 의심했던 나도 미안해진다.,,,,,,,
2252,주인공 연기 개잘하고 개쫄려요,,,,,,,
2253,몇몇 장면 cg가 b급 수준도 못미치는게 흠. 시간때우기 나쁘진 않지만 별로 잘만든 영화도 아님,,,,,,,
2254,너무 화나는 영화에요.. 불쾌하구요... 반복되는 고구마 전개가 있는데,,,,,,,
2255,나르시스트 소시오패스 겪어봤는데 마지막에 말투랑 감정연기 너무 비슷해서 소름돋음..,,,,,,,
2256,기본적으로 스토리는 탄탄하긴 했다. 그러나 1편으로 모든 내용을 담기에는 아쉬웠던 영화이다. 반지의 제왕,,,,,,,
2257,뻔하디 뻔한 쓰레기 영화. 여주 연기는 매우 좋음,,,,,,,
2258,깜놀이나 갑툭튀보단 쫄리는맛의 영화입니다. 여주가 정신나갈것같은 연기를 너무잘합니다.,,,,,,,
2259,씨씨티비 확인좀 제발 빨리좀 제발 레토랑 씨씨티비 확인좀 여주 너무 멍청해 답답,,,,,,,
2260,카메라앵글땜에 왜,,,,,,,
2261,,,,,,,,
2262,,,,,,,,
2263,긴장하면서 재미있게봄,,,,,,,
2264,별기대안하고봤는데 너무긴장감넘치고 재밌었음역시 겟아웃 제작진!!,,,,,,,
2265,결말이 맘에 든다 굿굿.,,,,,,,
2266,겁나재밋게밧는데반응이별로네스토리랑 다쩌는데...,,,,,,,
2267,너무몰입하면서 재밌게봤당~~,,,,,,,
2268,생각보단 그리무섭진않았고 화면질질 끄는건별로...여주연기잘하네용.볼만했어용.복수...가복수를낳네,,,,,,,
2269,주인공 막판에 소름돋는다...,,,,,,,
2270,귀신이 나오거나 피 튀기는 장면 하나없는대 중간에 영화 끄고싶을정도로 공포스럽습니다...완전 재밌어요. 다만,,,,,,,
2271,재밋어요 배우들 연기를 잘해서 더재밋었어요,,,,,,,
2272,스릴러가 뭔지 보여준 영화,,,,,,,
2273,여배우의 연기 몰입도가 미쳤다. 스릴러는 이렇게 만드는거지!,,,,,,,
2274,일단 재미있고,,,,,,,
2275,여주인공 연기가 후덜덜함 나까지 같이 미간에 힘빡주고 봄 ㅋㅋ,,,,,,,
2276,긴장감 최고 연출력 상당함. 적어도 시간아깝진 않은영화,,,,,,,
2277,처음 오프닝은 상당히 스릴감 있게 시작했는데 사실 내용이 아쉬운거라면 엄청나게 성공을 이룬 사람이 굳이 한 사람에게 집착을 할 필요가 있을까 싶다.. 이부분은 정말 납득이 가질 않네.. 그냥 다른 여자 만나도 충분할...,,,,,,,
2278,재밌어요 ㅎㅎ 오랫만에 쫄깃부터 끝까지 보게됨,,,,,,,
2279,남자고 여자고 둘 다 극혐이다.,,,,,,,
2280,여주인공의 연기가 아주 좋았어요~ 간만에 심장쫄깃한 영화를 봤네요,,,,,,,
2281,별 내용도 소리도 없는 영화,,,,,,,
2282,여주 누굽니까...연기의 신이군요.정말 올해본 최고의 스릴러영화인듯,,,,,,,
2283,초반부터 쪼였는데 끝까지 긴장하고 봤슴. 이정도면 굿.,,,,,,,
2284,여주 미모가 아쉽다..,,,,,,,
2285,나는 이 영화 보다 우리 엄마가 더 무서움.여러분 무서운거 보고싶으면 엄마 속썩이세요.강추임 제일 무서움,,,,,,,
2286,면접 때 여주  이쁘다는 말이  영화 끝날 때까지 계속  맘에 걸림 여주빼고는  볼만한 영화,,,,,,,
2287,정신병원 CCTV 찍혔을 텐데 아무도 그 수트에 대해 궁금해 하지 않다니. 개연성.. 어디..,,,,,,,
2288,코믹인지 스릴런지 안본눈 삽니다발로 만든 영화,,,,,,,
2289,와 공포영화인줄알았네요.. 심장 쫄깃쫄깃,,,,,,,
2290,아이디어도 좋고 스토리도 설정도 괜찮고 지루하지 않게 연출도 잘한듯. 단점은 내용이 좀 뻔하고 결말도 예상을 벗어나지 않음. 그래도 볼만함,,,,,,,
2291,큰 기대 없이 봤는데 오랜만에 너무 잼 있는 영화를 봤네요. 여주의 연기가 너무 돋보여요.주위 사람들에게 무조건 보라고 막 협박해요.혼자보기 아까운 그래셔 소문 내게 만드는 영화,,,,,,,
2292,여주 얼굴0.5,,,,,,,
2293,ㅋㅋ 아니 왜 집착을 하지? 설정부터 말이 안되지.,,,,,,,
2294,스토커 때문에 개인적으로 너무 힘들었는데,,,,,,,
2295,평점이 생각보다 높은듯,,,,,,,
2296,그놈 취향 참...,,,,,,,
2297,지루해 잠들뻔공포 생각하시는분 보지 마세요스릴러보다 드라마 축에 낍니다,,,,,,,
2298,후반부에 너무 말이 안돼서 어이가 없었던 영화 스토리 이어가려고 너무 억지스러움,,,,,,,
2299,뻔한 결말 뻔한스토리 공포감따윈 하나도없고 연기도 너무 뻔해서 초반에 조금보다가 결말을 예측해버린 영화....도대체 이걸 데이트폭력이니 뭐니 하는 평론가는 미친건가?? 그럼 영화속 여자처럼 정당방위인거처럼 치밀하게 ...,,,,,,,
2300,후반부가 살짝 아쉽긴 하지만 재밌게 봤어요!,,,,,,,
2301,뭔가 호흡을 느리게 가져가면서 불안감 공포감을 극대화시키려는 의도 였으나 감독 역량 부족으로 지루하게 만들 뿐 역효과였다,,,,,,,
2302,오랜만에 스릴러 다운 스릴러 봄 나를 찾아줘 봤을 때 느낌,,,,,,,
2303,소재 되게 독특하고,,,,,,,
2304,졸려요 무섭지도않고 인물들의 이해안되는 행동들도 다 별로네요,,,,,,,
2305,지금 시대에 딱 맞는 공포 영화. 스토리 전개나 인비저블맨의 정체가 쉽게 예상이 되지만,,,,,,,
2306,이 영화를 이제서야 보다니.. 여주 미친 연기력에 몰입도 최고였어요.,,,,,,,
2307,재밌긴한데 존나 징그럽고 혐오스러움굳이 저래 만들어야 했나,,,,,,,
2308,반신반의하며 봤지만 기대했던 만큼의 공포나 신선함은 역시 없었고. 그래도 나름 연출 깔끔하고 결말이 사이다라 좋았음. 킬링타임용으로 보기엔 나쁘지 않은 정도.,,,,,,,
2309,,,,,,,,
2310,겁나 재미없음...장르가 호러가 아닌 SF/판타지로 했어야...,,,,,,,
2311,기대를 너무 해서인가? 늘어지는 부분도 많고 쪼이는 맛도 덜한 느낌.,,,,,,,
