,content,,,,,,,,,,
6305,1점도 아까운 영화. 내용도없고 개연성도 없고이해할수없는 부분들이 많음.,,,,,,,,,,
6306,공포영화 매니아로서 극장에서 보고 느낀점이.. 정말 한국 공포영화의 허접함을 느낌... 공포영화를 만들려고 하다 겨우 흉내만 낸 삼류 영화가 되었음.,,,,,,,,,,
6307,최악중에 최악의 영화 돈아까움,,,,,,,,,,
6308,푸하하하 푸하하 큭큭 큭큭,,,,,,,,,,
6309,공포영화도 좋아하고 스토리위주로 보는 저에겐 ,,,,,,,,,,
6310,가톨릭 왜 이딴 식으로 표현하는지도 모르겠고 구마의식인가 그런것도 왜 그런식으로 표현한지 모르겠음 검은사제들 예상하고 보면 안됨,,,,,,,,,,
6311,실망이 매우 큰 영화이다.모든설정들이 너무 어색하다.,,,,,,,,,,
6312,막나가는 스토리전개 가톨릭에 사죄해야할 판,,,,,,,,,,
6313,불필요한 장면이 좀 있었으나 그냥저냥 볼만함 배성우님 연기는 개지림,,,,,,,,,,
6314,소름 시간가는줄 몰랐다,,,,,,,,,,
6315,그럭저럭.. 왜 둘째는 안 찾는지도 의문... 스토리도 뒤로 갈수록 이상해지고 화덕에 타죽는건 좀 오바인듯 ㅋㅋㅋ배우들의 연기덕분에 6점.,,,,,,,,,,
6316,최악 더럽고 해결되는거 하나도없는 찝찝한 스토리,,,,,,,,,,
6317,진짜 소름끼치게 시간가는줄 모르고 봣다 평점 낮은건 왜 그런지 이해가 안되는ㄴ 부분,,,,,,,,,,
6318,개연성 어디갔음? 둘째딸은 가족아니냐,,,,,,,,,,
6319,최근 본 영화 중 가장 최악이었다. 공포도 없고 개연성도 없고 대체 뭐를 보여주고 싶었던건지..배우들 연기력이 아까웠다.,,,,,,,,,,
6320,중반까지만 보고 나오세요~,,,,,,,,,,
6321,한국 공포영화가 이렇게 재미있을 수 있구나라고 생각하게 만든 영화다.,,,,,,,,,,
6322,중간까지는 그나마 흡입력 있었지만 후반으로 갈수록이해안되는 설정에 스토리도 부족함 별로 ㅠㅠ,,,,,,,,,,
6323,추천하면 젤 친한칭구랑  절교할수도있음성동일 아저씨 왜 이런 영화를그냥ocn  드라마가 더 무섭겠다요,,,,,,,,,,
6324,할말도 없다. 댓글은 다 알바인가? 평점을 주기위해 댓글 남김,,,,,,,,,,
6325,한국 공포영화 중 탑5안에는 들어갈 법 한 영화,,,,,,,,,,
6326,이거 안 본 사람이 레알 호구 진짜 꿀잼!,,,,,,,,,,
6327,나름 신선했어요...악마의 또다른모습...,,,,,,,,,,
6328,사자,,,,,,,,,,
6329,한국 영화에 또 속았다... 후우 보지마셈,,,,,,,,,,
6330,무서운 장면이 하나도 없어요. 백윤식씨는 출연의 의미도 모르겠고.. 공포영화란 느낌이 전혀 없어요. 그냥 지루했어요. 같이 보러 간 친구한테 미안하네요 ㅋㅋ,,,,,,,,,,
6331,정말 더러워서 못 보겠더라.,,,,,,,,,,
6332,이 영화보고 재밌다는 사람들은 클레멘타인 보러가면될듯,,,,,,,,,,
6333,본격 머리를 벽에 기가막히게 꽂는 영화,,,,,,,,,,
6334,수작은 아니다.. 곡성의 느낌을 따온 것도 있지만... 설득력이 너무나도 부족하다.. 영화 자체만 보면 흥미롭지만.. 그 이상은 아니다.,,,,,,,,,,
6335,소리만 들어도 무서워ㅠㅠ,,,,,,,,,,
6336,핵노우잼입니다아아아,,,,,,,,,,
6337,혼자사는 여자는 밤에 보지마세요 조조영화 추천합니다,,,,,,,,,,
6338,결과도 뻔하고 성동일 장면때만 무섭고 다른건 걍 무미건조하게봄... 영화관에서 스릴러는 진짜 못보는 스타일인데 이것도 많이 걱정하고 봤는데 정말 무미건조...,,,,,,,,,,
6339,개연성 제로 왜보여준건지 모르겠는 씬,,,,,,,,,,
6340,백윤식 카메오로 나오기엔 뭔지... 왜 나온건지 이해가 안됨 스토리에 전혀 필요가없는 인물이였움.,,,,,,,,,,
6341,시대 흐름에 맞게 영화 평점도 진짜 영화 관람한 사람만 작성했으면  긴장감 제로 불편한 장면만 시나리오 문제인지 감독 역량인지? ??,,,,,,,,,,
6342,이게 코미디야 뭐야 결말보고 나오는데 사람들이 어이없어 함...,,,,,,,,,,
6343,쓸데없는 장면이 왤케 많음 ㅠ 왜나왔는지 모르겠는 사람도 많고 스토리가 딥하지가 않다.. 뭔가 많은 내용을 넣고싶었던 것 같은데.. 그래서 좀 쓸데없는 장면이 많음 ㅜㅜ 왜 재밌다는거지그래도 반전같은 부분들이 있어서...,,,,,,,,,,
6344,엑소시즘 영화의 새로운 패러다임!!!,,,,,,,,,,
6345,영화 중간 도입부분부터 끝날때까지 긴장감이 계속 유지되는 영화일단 배우들의 연기가 압권아쉬운점은 악마가 너무쌤 어차피 질싸움인걸 알면서 시작한느낌그래도 전반적으로 최근 개봉영화중 가장 재미있게 본 영화,,,,,,,,,,
6346,공포 영화 보면서 무섭다구 느낀적이 없는데 이번이 영화 보면서 공포영화의 무서움을 느낀게 되었다....,,,,,,,,,,
6347,무서워요 다들 라이너나 기저귀필수,,,,,,,,,,
6348,킬링타임으로 볼만함. 나쁘지 않아요,,,,,,,,,,
6349,2시간동안 긴장해서 봤네요 ㅜ,,,,,,,,,,
6350,무겁다 길래 끝자리 예매해서 봤는데 그래도 무서워ㅠㅠ,,,,,,,,,,
6351,긴장의 끝으로 몰아가다가 에이 뭐야로 안끝나고 소리지르게끔 만든 공포영화. 전체적으로 이야기가 아쉽긴해도 식은땀날정도로 긴장감있고 무서웠다. 오랜만에 보면서도 보고나서도 이런게 공포영화지하면서 봤던 영화였다,,,,,,,,,,
6352,호러 영화를 이렇게 성공적으로 풀어낼 줄은 예상조차 못했다. 특히나 탄탄한 스토리와 배우들의 연기력으로 두시간 정도 되는 시간 동안 오롯이 영화에만 몰입할 수 있게 했다.,,,,,,,,,,
6353,재밌게 보고 왔습니다. 긴장되고 무서워서 동생 손 꼭 잡고 봤어요.,,,,,,,,,,
6354,긴장감 있는 스토리와 배우들의 연기의 조화가 아주 좋았습니다.,,,,,,,,,,
6355,별로 안무섭네요 너무 시시해요 엄마랑 자야지~~,,,,,,,,,,
6356,진짜 평점에 속았다..보지 마세요 제발,,,,,,,,,,
6357,고퀄리티 영화를 원하시는 분은 보지마세요.최악의 영화,,,,,,,,,,
6358,댓글알바 믿지마세요 시간낭비 돈낭비 세트랑 배우연기랑 연출은 좋은데 중간부터 마지막까지 스토리 걍 막짰습니다,,,,,,,,,,
6359,감독님 지금 낫인간 상태...변신된건가?? 내 속에 분노를 심어주셨습니다. 분노상태에 인간이 되어부렸어요...영화감독이 이런류 영화는 검은사제들만 보고 만든거같다. 영화가 끝난 후 남자친구와 한참 아무말을 하지 못했...,,,,,,,,,,
6360,보지마세요 기분만 나쁨 스토리 똥,,,,,,,,,,
6361,진짜 개연성없다ㅡㅡㅡㅡ,,,,,,,,,,
6362,네이버 평점 보고 갔다가 기대한 제가 변신이였네요.알바들 주머니 털어주셔서 감사합니다.,,,,,,,,,,
6363,배우 연기력으로 커버는 어떻게든 쳤지만 정말 많이 부족했던 영화...,,,,,,,,,,
6364,무서운거 진짜 못보는데 무섭지도 않고 재미도 없고.. 스토리 개연성도 떨어지고... 돈 아까워요,,,,,,,,,,
6365,1. 배우들 연기력 너무 좋았고 몰입감도 좋았음2. 스토리는 초반에 보면 곡성급으로 긴장됐다가 후반에 도깨비 마무리가 아쉬웠음3. 12000원주고 영화관에서 보는걸 추천함4. 여친이 무서워서 옆에 꼭 붙어있어서 좋았...,,,,,,,,,,
6366,재밌음 스릴넘침 근데 둘째왜안찾아 아무도,,,,,,,,,,
6367,욕하는 사람 보고 욕하는거 맞음?? 그럼 나도 10점 주면 알바인가? 난 진짜 마지막 빼곤 모두 다 탑이었는데?,,,,,,,,,,
6368,본 영화중에 가장 무서운 영화,,,,,,,,,,
6369,뻔한 반전 뻔한 전개 뻔한 결말.. 하나도 안 무서운 적은 처음이었어요 진짜..;; 예지력만 상승시켜줌,,,,,,,,,,
6370,평점이 간첩임?진짜 제대로 빵터짐영화보다 나가고싶음,,,,,,,,,,
6371,내용구성은 검은사제들 사바하 사자 같은 구마영화에 비해 현저히 디테일이 떨어집니다.한국 양산형 공포영화에 구마향 첨가 정도되겠습니다클리셰와 업자의 기법이 다소 거북하실지 모르니 예민하신분은 걸러주십시오. 볼거라곤 두...,,,,,,,,,,
6372,잘나가다가 꼬꾸라진다. 아쉽다. 흐름만 잘 탔어도 좋은 영화. 배우들 고생 많았습니다,,,,,,,,,,
6373,생각보다 재미도 없고 안무서워서 당황함 무서운거 잘 못보는데 걍 아무생각 없이 봄. 원래 무서운거 보고 나서는 집가서 생각도 나야하는데 아무렇지도 않았다;; 내 영화 표값. 시간 너무 아까워ㅠㅠㅠㅠ,,,,,,,,,,
6374,배성우는 공유가 되고 싶었나? 왜 도깨비 생각나지?,,,,,,,,,,
6375,독특한 소재로 지루할 틈없는 긴장감과 배우들의 연기력이 새로운 영화의 역사를 썼네요,,,,,,,,,,
6376,영화가 존나 자비가없냐 ㅋㅋ,,,,,,,,,,
6377,올해 최고로 재밌는 영화보고옴....솔직히 기대 안하고갔는데 진짜 재밌었닼ㅋㅋ,,,,,,,,,,
6378,진짜 무서웠어요! 음향효과가 제대로입니다 ! 응원합니다  !,,,,,,,,,,
6379,무섭다고 해서 기대하고 봤는데.. 기대 이상이었습니다. 잘빠졌다고 해야하나? 재밌어요,,,,,,,,,,
6380,근 10년간본공포물중에 젤무섭다 볼려면 꼭영화관에서봐야함,,,,,,,,,,
6381,초반 공포가 괜찮음 그게다..막판에 공포영화에 이상한 감동은 왜넣은거야,,,,,,,,,,
6382,네이버평점 이거 다 나만죽을순없집니까ㅠㅠ,,,,,,,,,,
6383,소개팅녀랑 봤는데 민망해 죽는줄 알았음개연성 0점,,,,,,,,,,
6384,이번년도 호러 스릴러 중에서 제일 최고다,,,,,,,,,,
6385,개연성도 없고 이게뭔지.. ㅠ,,,,,,,,,,
6386,영화자체가 무섭고 마지막엔 좀 묘하단 느낌?,,,,,,,,,,
6387,쒸...발..(10글자열글자제한),,,,,,,,,,
6388,생각안하고봤는데.. ㄹㅇ 수작. 무섭고 소름돋고 다 함.. 꼭 보세요,,,,,,,,,,
6389,섬득한 공포  영화  조마조마하며 잘 보았답니다,,,,,,,,,,
6390,넝넝좋아요 인생대박니셍?.,,,,,,,,,,
6391,오랜만에 간쫄리는 영화봤어요 짱임 ㅋㅋㅋ배우들 연기 다 쩔어요 ㅋ,,,,,,,,,,
6392,와완전재밌었어요한국에서이런고퀄리티의영화가나올줄이야,,,,,,,,,,
6393,1점도 아깝다 지루하기 짝이 없다보고난후 나에게 악령이 들어왔다야마가 돌아버렸다정말 ㅂ ㅕ X ㅅㅣㄴ 이다!!,,,,,,,,,,
6394,최근에 본 영화 중 제일 재밌었다배성우 배우 연기 정말 잘 하시네요 멋집니다,,,,,,,,,,
6395,영화가 끝나갈때쯤 저는 이 영화를 돈주고 본 호구로 변신해 있었습니다.,,,,,,,,,,
6396,한국에서는 진짜 보기 힘든 수작이다. 잔인한 장면이 더 많았으면 좋았을 듯.,,,,,,,,,,
6397,혹시 운사람 없나요 마지막에 슬퍼서?저만 펑펑 울엇나요..,,,,,,,,,,
6398,개연성도 없고 예측가능한 전개에 마지막 신파로 종결. 증오로 인해 사탄이 인간에 침입한다는 큰 틀을 두고 이야기 전개하려는데 이걸 이야기 한축을 끌고 나가기엔 이를 뒷바침 해주는 요소들이 너무 적었다. 킬링타임용? ...,,,,,,,,,,
6399,새로운 한국적 호러. 10점. 평점 왜이래? 10점 10점 10점,,,,,,,,,,
6400,다들 알바인가 진짜 영화관내에서 다 갑분싸였음 싫어하는사람있으면 추천해주세요,,,,,,,,,,
6401,가정에서 일어나는 공포 설정은 좋았지만 결말부분은 개억지뜬금으로 감동이라는걸 넣은느낌   후반부가 다 망친 영화,,,,,,,,,,
6402,중간까진 괜찮았다....,,,,,,,,,,
6403,한국영화는 어떤 장르든 박평식이 하는 말을 0순위로 두고 고려해봐야겠음 볼지 말지,,,,,,,,,,
6404,포스터의 제목 폰트 하나로 부풀려진 졸작,,,,,,,,,,
6405,공포영화중에 수작 말이 필요없음. 십자가 들고 영화봐라 내일부터 성당다닌다,,,,,,,,,,
6406,사자보다 천배 만배 훨씬 재밌다. 사자 안 본 눈으로 돌아옴.,,,,,,,,,,
6407,우와..제작비 얼마 안들었겠네요!^^...배우들 연기만 좋은 영화^^!,,,,,,,,,,
6408,정리되지 않은 아이디어와 설정 서툰 각본으로 마무리,,,,,,,,,,
6409,배성우의 신들린 연기에 놀라고. 배성우의 잘생김에 또 놀라고.,,,,,,,,,,
6410,와진짜 실제로 일어날까봐 덜덜 하네요,,,,,,,,,,
6411,진짜 평점 떨군 샊기들은 뭘 보고 판단한거냐? ㅎ 영화 개무서운데 솔직히 이 정도면 잘 만든거지ㅎ 최소 9점은 줘야된다고본다 안본사람들은 평점 보고 판단하지말고 직접 눈으로 보고 판단하시길 ㅎ 배우들 연기력도 개오짐...,,,,,,,,,,
6412,한번도 영화 거른적이 없던내가 영화관 박차고 나올뻔한 영화 남는건 허무함과 개ㅈ같음뿐.초반엔 검은사제들,,,,,,,,,,
6413,역시 검은사제들은 개띵작이었다..,,,,,,,,,,
6414,배우들 연기력도 좋았고 간만에 보는 공포영환데 재밋게 잘봤어요,,,,,,,,,,
6415,공포영화를 워낙 좋아해서 100편 넘게 봐왔지만 이렇게 훌륭한 공포영화는 없을거같아요. 진짜 스토리 연관성 1도 못지으면서 노잼이라는 사람들 이해 전혀 안가네요ㅋ 이게 노잼이면 대체 뭐가 재밌음.? 진짜 후기 잘 안...,,,,,,,,,,
6416,구라안치고 한줄요약 : 보다 다리 후들거리면서 지리니까 하기스매직팬티꼭착용,,,,,,,,,,
6417,아 중간에 나오고 싶은거 계속 참았네요. 진짜 드릅게 잼없다.,,,,,,,,,,
6418,이런 글 보기만 하다가 처음 써보는데 이거 재밌단 사람들 진심 알반가..? 친구꼬셔서 갔는데 존나 미안하고 원망스럽네 C급영화정도 될라나 공포영환데 옆에서 친구가 웃더라 존나 어이가 없어서,,,,,,,,,,
6419,댓글 알바가 존재한다는걸 알게됐네요완전 재미있다는 댓글은 무조건 알바가 쓴거 확실좋은 소재를 이렇게 밖에 못 만드냐...관객 전원이 할 말을 잃었는데 한사람이 외치더라아씨 졸라 재미없네!,,,,,,,,,,
6420,무엇이 잘못됐는지 쉽게 알수 있는영화,,,,,,,,,,
6421,댓글알바 얼마받길래 그딴글 싸지르면서 양심을 파냐ㅋㅋㅋ영화평점 처음 남기는데 최악의 영화입니다,,,,,,,,,,
6422,개연성도 부족하고 그저 소리로만놀래키네요..,,,,,,,,,,
6423,뭘본거지? 뭘까여?ㅋㅋ황당하기짝이없네연,,,,,,,,,,
6424,빙의가 아닌 모방을 주제로 삼은 점은 참신하나 촬영 구도와 구조 등은 너무나도 익숙하다. 참신하지도,,,,,,,,,,
6425,1점도 아깝다...어휴... 악마가 변신의 귀재라는 걸 알려줬으면 가족끼리 확인할 수 표식이라도 해놓던가 너무 어처구니없이 당하고 죽고 차 사고를 심하게 당했는데 어찌 순식간에 나타날 수 있었는지 ㅉㅉ,,,,,,,,,,
6426,영화도  뭐도 아무것도  아님1시간 채우기도 너무 힘들어서  결국 뛰쳐나옴헐~~   0점이 안되서 1점그 1점도 아깝네요,,,,,,,,,,
6427,정말 제가 본 공포영화 중 단연컨대 최고엿습니다,,,,,,,,,,
6428,후반갈수록 개연성이 부족해서 집중이 안됌백윤식씨 왜 출연했는지도 모르겠구 ,,,,,,,,,,
6429,단연컨데 올 해 최악 원톱!,,,,,,,,,,
6430,농담아니고 그냥 내가감독해도 저정도는 하겠다.. 막가파 시나리오 ...,,,,,,,,,,
6431,검은사제들이 얼마나 재밌는 영화 였는지 한번 더 느꼈습니다,,,,,,,,,,
6432,볼거 없어서 이거 봤는데 뜻밖의 꿀잼이었음,,,,,,,,,,
6433,이게 호불호가 가릴 수 있나? 공포영화 좋아하시면 꼭 보시길,,,,,,,,,,
6434,배성우는 신부의 발성이라고 하기엔 너무 평소 말투 같았고,,,,,,,,,,
6435,이 영화 꼭 돈주고 보세요~,,,,,,,,,,
6436,이 영화를 보자고 한 내 친구가 사탄이 변신한거 같다,,,,,,,,,,
6437,감독은 이 영화를 무슨맘으로 만들었을까~정말 쓰레기 같은 영화~시간 ~돈 ~ 너무 아까웠다~환불  해달라고 소리 지르고 싶다~진찐~~,,,,,,,,,,
6438,셋이 봤는데 다 이렇게 길고 재미없는 영화는 첨이라 함ㅠㅜ 뭔가,,,,,,,,,,
6439,솔직히 진짜 좀 허접했음.,,,,,,,,,,
6440,평점 높은 이유를 모르겠음최악. 너무 잔인하고 놀라기만함,,,,,,,,,,
6441,간만에 볼만한 공포영화였다.,,,,,,,,,,
6442,보다가 무서워서 눈물날뻔 했어요 ㅜㅜ,,,,,,,,,,
6443,너무 무서워서 힘들지만 무서워서 재미있어요!!,,,,,,,,,,
6444,별로 안무서워요ㅜ  오늘은 엄마랑 같이 자야지~,,,,,,,,,,
6445,다 가리고 봐도 무서워요...ㅜ,,,,,,,,,,
6446,예고편이 더 재밌어여..!! 예고편 보고 영화보고싶은 분들은 그냥 3분짜리 예고편 34번 보는 게 나음,,,,,,,,,,
6447,최고임 옆에 커플 1/3 정도 보더만 옆에서 오빠 혼자 보고 오면 안되?? 그러더니 둘다 뛰쳐나감 ㅋㅋㅋ 스토리는 탄탄하지 않음 ㅋ이하 설명 생략!!! ㅋㅋㅋ,,,,,,,,,,
6448,그냥 쓰레기 영화네요 낚이지 마세요,,,,,,,,,,
6449,초반은 재밌으나 갈수록... 아쉬워ㅠㅠ,,,,,,,,,,
6450,재미없었어 나갈뻔했습니다,,,,,,,,,,
6451,딱 첫장면 보고 이건 망이다 라고생각했는데 끝까지다보니 더 망이엿다,,,,,,,,,,
6452,사자보다가 비슷하겠지 하는 기대감였지만 하~ 대실망,,,,,,,,,,
6453,가족애와 매우 잘 결합시킨 한국형 엑소시즘 영화 인시디어스,,,,,,,,,,
