,content,,,,,,,,,,,,,,,,,
1929,고어물 진짜 좋아하는데 이건 중간에 껐다가 다시봄 기분이 진짜 드러워짐 감독 천재,,,,,,,,,,,,,,,,,
1930,감독의 크나큰 착각.당신의 세계가 불쌍합니다.예술병걸린 영화.,,,,,,,,,,,,,,,,,
1931,아니 왜 외부인을 죽이고 난리야 지들끼리 죽지 ; 진짜 어이없네,,,,,,,,,,,,,,,,,
1932,맑고 깨끗한 아기가 살인하는 느낌?크게 무섭지는 않음,,,,,,,,,,,,,,,,,
1933,유전 재밌게 보신 분들,,,,,,,,,,,,,,,,,
1934,이별의 갈림길에 선 미국 여자가 유럽 여행을 통해서 성장하는 이야기,,,,,,,,,,,,,,,,,
1935,솔직하게 말하자면 재미 자체가 없음.집단광기나 불편함 같은 요소들을 전하려는 의도는 알겠다만,,,,,,,,,,,,,,,,,
1936,남친이 꼭 봐야 한다면서 넷플릭스로 틀어놔 보게 됐는데 영화 끝난후 진심 때려버리고 싶었음.보고나서 언친것 같은 느낌.울렁 울렁 답답.그러나 시간 가는 줄 모르고 봤다는게 함정...약한 고어물? 정신나간 집단!!! ...,,,,,,,,,,,,,,,,,
1937,보는 내내 너무 힘들었음.  주인공 일행이 차를 타고 달리는 장면,,,,,,,,,,,,,,,,,
1938,이거는 추천못하겠다 다른 사람에게,,,,,,,,,,,,,,,,,
1939,어찌보면 인간의 특성을 잘 묘사한 영화.좋은소재에 따른 좋은 분위기 연출.,,,,,,,,,,,,,,,,,
1940,감독이 천재 혹은 사이코,,,,,,,,,,,,,,,,,
1941,기괴함과 잔인함을 최대치로 끌어올리는 추진력 하나는 진짜 역대봤던 영화중 최고다. 꿈속을 카메라로 찍어서 비디오파일로 재생한다면 이 영화와 가장 흡사할것같다,,,,,,,,,,,,,,,,,
1942,기괴함을 잘 살린 영화. 거의 이해되지만 주인공에 감정이입은 잘 되지 않음. 서양인들이 의외로 예의차리느라 솔직하지 못함도 알게 됨,,,,,,,,,,,,,,,,,
1943,신기하고 신선하고 충격적인 영화,,,,,,,,,,,,,,,,,
1944,전체적으로 밝고,,,,,,,,,,,,,,,,,
1945,최고의 힐링영화입니다,,,,,,,,,,,,,,,,,
1946,신념이 이렇게 무섭습니다...,,,,,,,,,,,,,,,,,
1947,쓰레기 정신병 걸리겠네,,,,,,,,,,,,,,,,,
1948,근본도 없고 의미도 없고 두시간 반 정도  되는 러닝 타임에  감독이 주려는 메세지 와 뜻을 찾아 보려 했으나 보이지 않 았고 비슷한 영 화로 2000년 도  호스텔 을 자연에 빗대어 진짜 미친게 아니라  미친 척 ...,,,,,,,,,,,,,,,,,
1949,재미도없고 감동도없고... 지루해 죽는줄 알았어요 .그냥 속만 울렁거리고 정신도 피폐해지고 잔인하거 보고싶었는데 잔인하지도 않고 그냥하...,,,,,,,,,,,,,,,,,
1950,미국애들은 왜 그렇게 무식할까..,,,,,,,,,,,,,,,,,
1951,감정이입되는 캐릭터가 있거나,,,,,,,,,,,,,,,,,
1952,현실에서 느끼는 밝은공포와 잔인함을 영화적 요소로 나타냄. 아주 훌륭한 영화,,,,,,,,,,,,,,,,,
1953,최악최악최악최악최악,,,,,,,,,,,,,,,,,
1954,두 번째 보고 나서 민주당을 떠올렸다...,,,,,,,,,,,,,,,,,
1955,역겨운 사교집단(사이비종교 공동체) 이야기주인공의 힐링?? 풉 그냥 쓰레기 고어물,,,,,,,,,,,,,,,,,
1956,이걸 본 나의 깨달음은 다신 남의 추천을 받지 않는다 입니다...ㅎㅎ,,,,,,,,,,,,,,,,,
1957,내 시간 가온나 감독 ㅆbar 영화보고 어이없어서 개빡친적은 처음이다,,,,,,,,,,,,,,,,,
1958,후...이게 영화냐 이걸 무슨 평을 달고있냐,,,,,,,,,,,,,,,,,
1959,행위예술에 가까운 고급진 공포. 밝은 어두움이랄까.,,,,,,,,,,,,,,,,,
1960,진짜 이딴것도 영화라고 쳐 찍고앉아있네 감독 미친놈아 제정신이냐? 영화에서 나온 마약 감독이 다 한듯,,,,,,,,,,,,,,,,,
1961,ㅆ ㅣ발 보는내내 정신병 걸릴거 같고 속이 더부룩 해짐을 느끼는데 불구하고 끝까지 다본 내가 대견스럽다 ㄹㅇ,,,,,,,,,,,,,,,,,
1962,인생 베스트 영화! 치밀하게 설계된 느낌이 난다,,,,,,,,,,,,,,,,,
1963,왜 그런지 모르겠지만 연애에서 좋은 경험이라곤 한번도 한 적 없는 히스테릭한 사이코녀가 만든 것 같은 영화란 느낌이 든다. 감독이 대니에 자신을 투영한듯. 암튼 이렇게 토나오는 영화는 처음,,,,,,,,,,,,,,,,,
1964,보는 내내 마약한 줄 알았음... 이런 영화 처음봄,,,,,,,,,,,,,,,,,
1965,종교에 미친 인간들이 얼마나 비정상적이고 패륜적인 사고방식을 가지는지에 대해 보여줌. 자기중심이 굳건하지 않은 부류들은 종교가 아니어도 정치 등 다른 곳에 비정상적으로 빠져드는데 정치가 종교와 매우 성질이 닮았다. ...,,,,,,,,,,,,,,,,,
1966,지금 대한민국에 있는 내가 주인공과 같음... 한국인 들은 잘 모른다. 자기 자신들이 미드소마에 흰색의 사람들과 같다는 것을... 이 영화는 내가 보는 대한민국 국민들을 보는 것만 같다.,,,,,,,,,,,,,,,,,
1967,취저. 여주가 근데.. 조금만 더 신장이 길었다면 완벽했을 듯.. 좀 뒤뚱거림,,,,,,,,,,,,,,,,,
1968,템포는 느리고 밝지만 그래서 더 보다가 정신병걸릴것같은 영화.마약 근처에도 가본적이 없는데 마약을 딥하게 한것같은 기분주는 교훈은 남이주는거 함부로 받아먹지말자.모르는 곳에 갈때는 철저한 사전조사와 대비를 하고 갈것...,,,,,,,,,,,,,,,,,
1969,배경만 보면 힐링영환데...,,,,,,,,,,,,,,,,,
1970,은근히쾌감이느껴지는건뭐지?..나도 저렇게 여자주인공처럼 동화될 소지가있단건가?,,,,,,,,,,,,,,,,,
1971,나는 좋았는데 싫어하는 사람 많네용 뭐 그럴수도 있죵,,,,,,,,,,,,,,,,,
1972,영화 보통이상이고 내눈엔 쌩뚱맞게 UFC파이터들이 보였다. 여주 론다로우지 남친 크리스와이드먼 흑인친구 이스라엘 아데산야 키큰친구 네이트디아즈 졸라 닮은듯 ㅋㅋ,,,,,,,,,,,,,,,,,
1973,아하아하아하아하아하,,,,,,,,,,,,,,,,,
1974,이 양반은 평소에 뭘 생각하며 사는걸까. 교회 아저씨들을 보며 태워 죽이면 재밌겠다고 생각할까. 커플을 보며 약먹이고 태워죽이고 싶다고 생각할까. 친구들을 보며 모두 태워죽이면 좋겠다고 생각할까. 확실한건 감독은 분...,,,,,,,,,,,,,,,,,
1975,색감 노출 구도 이거만으로도 점수를 많이 주고싶다. 내용은 머 사이비는 그냥 다 잡아없애버리는걸로,,,,,,,,,,,,,,,,,
1976,충격적이고 경악스런 세계가 펼쳐진다,,,,,,,,,,,,,,,,,
1977,이상해서 마음에 듦,,,,,,,,,,,,,,,,,
1978,전체적으로 큰 굴곡이 없어서 약간 지루할 수도 있지만,,,,,,,,,,,,,,,,,
1979,감독이 웃길려고 그런건지 웃길의도는 없었는데 보는사람이  웃기게된건지 모르겠는데 영화 후반부에 정말 웃기다.   아리 에스터감독의 상상력이 기가 막히다.  사이비 집단을 이해하는건 쉬운일이 아니어서 영화자체는이해가 ...,,,,,,,,,,,,,,,,,
1980,유전믿고 봤는데 속 울렁거려..이게 고어라는 장르라면 난 8점준다...이제 고어는 패스.,,,,,,,,,,,,,,,,,
1981,우리 사회의 관습과 법률들은 정말 괜찮은 것 인가?이 한여름 축제의 한가운데 우리가 살고 있을지도!,,,,,,,,,,,,,,,,,
1982,세상에 외면당한 그녀가 거짓공감과 위로로 안식을 주는 따스한 하얀지옥의 축제에 매료당하다,,,,,,,,,,,,,,,,,
1983,최고의 영화! 내 마음을 뒤흔들어놓으셨다!,,,,,,,,,,,,,,,,,
1984,이정도면 이젠 믿고보는 감독이네 아리에스터~ 고전 호러수작으로 남을법한~,,,,,,,,,,,,,,,,,
1985,이게 영화냐? 한숨만 나옴 짜증이 밀려온다.,,,,,,,,,,,,,,,,,
1986,극장가서 안본게 신의한수였다. 작위성 떡칠된 이 영화에 몰입한 사람이 있다면,,,,,,,,,,,,,,,,,
1987,시간낭비 그래도 끝까지는 봤다. 광신도 영화 그걸로 끝,,,,,,,,,,,,,,,,,
1988,심장이 약하신 분들은 보지마세요;;;그런데 감독님.곡성을 애호 영화라고 하셨는데 곡성 감독님이 이 영화 보시면 기절하실것같은데.그래도 밝은 분위기속에서도 공ㅂ고를 조성할수 있다는 것을 새롭게 보고 갑니다.그래서 별명...,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,
1990,굉장히 기괴한 느낌 공포영화 매니아라면 지루하지않고 재밌게볼듯,,,,,,,,,,,,,,,,,
1991,중간에 웃긴장면 하나는 어디서도 못볼 장면입니다추천합니다 빵터지내,,,,,,,,,,,,,,,,,
1992,최악의 영화. 지루하고 졸리고 이해를 할수없는 영화.,,,,,,,,,,,,,,,,,
1993,마음껏 감독상상의 나래를 현실화 시킨 그곳,,,,,,,,,,,,,,,,,
1994,정말 기이하다 못해 괴상하다. 감독판 3시간이 30분처럼 느낄 만큼 몰입도가 높고 지루하지 않다. 유전도 그렇고 전반적으로 기이한 장면이 많은데 에스터 감독은 이쪽으로 천재성이 돋보인다.,,,,,,,,,,,,,,,,,
1995,저 마을에 존윅을 보내도 당할수 있다. 13일밤의 금요일 제이슨을 풀어놔야된다.,,,,,,,,,,,,,,,,,
1996,클레멘타인을 능가하는 명작이다,,,,,,,,,,,,,,,,,
1997,공포라길래 살인이나 귀신인지 알았는데 분위기만 심오하고 공포적인느낌. 하지만 공포 매니아로써 작품에 높은점수준다,,,,,,,,,,,,,,,,,
1998,연출이 독특한 좋은 영화 였습니다,,,,,,,,,,,,,,,,,
1999,오컬트영화를 좋아하는 사람이라면 충분히 기괴하면서 기분나쁘게 볼수있는영화. 이런류의 영화는 기분이 찝찝하고 나쁘면 제대로 봤다고 볼수있지..갠적으로 엄청 긴 영화였지만 시간가는줄모르고 찝찝한 기분으로 잘봤습니다,,,,,,,,,,,,,,,,,
2000,아리 에스타 천재감독이 보여준 인간의 모든 것,,,,,,,,,,,,,,,,,
2001,잘만든건 모르겠고 연기는 진짜.. 개오지는데 잔인한 영화 잘보는 편인데 보고나니 머리가 아프더라.. 리얼 19세 영화,,,,,,,,,,,,,,,,,
2002,장르는 공포라기 보다는 드라마. 평이하고 깔끔한 영화지만 너무 깔끔해서 러닝타임이 짧은것이 조금 아쉽다. 내용에 대해서는... 속도와 비주얼의 차이일 뿐,,,,,,,,,,,,,,,,,
2003,초반에 너무 시간끈다.  후반에는 예상 가능했던 스토리..내가 보기엔 그마을이 지옥이다.,,,,,,,,,,,,,,,,,
2004,생생하게 축약된 사이비종교,,,,,,,,,,,,,,,,,
2005,긴 러닝타임에 시간이 몹시 아까운영화,,,,,,,,,,,,,,,,,
2006,OOO기 또라에몽 같은 영화!!,,,,,,,,,,,,,,,,,
2007,웨스 앤더슨 풍의 영상미가 호러를 만나니.. 허세만 쩌네. 유전 보고 또라이 감독이라고 느꼈는데 그냥 OO인듯,,,,,,,,,,,,,,,,,
2008,러닝 타임이 너무 길었어요 러닝 타임을 반으로 줄었다면 더 재밌게 봤을 것 같네요,,,,,,,,,,,,,,,,,
2009,복수의 완성. 그 모든 것의 복수,,,,,,,,,,,,,,,,,
2010,유전 만든 감독이었구나. 역시,,,,,,,,,,,,,,,,,
2011,마치 우리나라 평론가 같은 영화,,,,,,,,,,,,,,,,,
2012,개 병맛 영화ㅎ 이건 뭐 시간이 아깝다.,,,,,,,,,,,,,,,,,
2013,지루한 건 참을수 없다.,,,,,,,,,,,,,,,,,
2014,세포로 이루어진 유기체가 먹이감을 소화하듯,,,,,,,,,,,,,,,,,
2015,미치광이 꽃놀이 패의 축제. 감독의 승리.,,,,,,,,,,,,,,,,,
2016,유전 보다 더 최악 영화 존문가인척 하고싶어하는 자칭 공포영화 광이라 자처 하는 놈들이나 겉멋에 놀아나는 영화 심적으로 전혀 공포를 느낄수 없없던 졸작 무엇보다 지루함에 시계만 계속보게됨,,,,,,,,,,,,,,,,,
2017,미친 영화다시간낭비니 보지말것,,,,,,,,,,,,,,,,,
2018,이걸보고 오컬트라는 많죠?? 이 영화에서 영혼과 초자연현상관한 언급은 1%도 없는데.. 오컬트 뜻 잘 알고 계신가요??걍 사이비내지는 미개한토속풍습....영화가 쫌 더럽네요...그래도 신선한소재였던거 같습니다 저는 ...,,,,,,,,,,,,,,,,,
2019,내가 뭘 본건지 모르겠다,,,,,,,,,,,,,,,,,
2020,스웨덴판 버닝. 트라우마. 힐링영화.,,,,,,,,,,,,,,,,,
2021,보다가 토쏠릴뻔했는디 그래도 볼만하네요,,,,,,,,,,,,,,,,,
2022,어떤 의도인지 알겠고 비주얼은 예쁜데 텅텅 빈 느낌,,,,,,,,,,,,,,,,,
2023,사람 심리를 혹사시키는 본격 체험형 공포영화,,,,,,,,,,,,,,,,,
2024,잔잔하지만 눈을 뗄 수 없게 만드는 그 무언가.의외로 개그적 요소도 충만하다규,,,,,,,,,,,,,,,,,
2025,미친 싸이코 영화같았어요 ㅠㅠ,,,,,,,,,,,,,,,,,
2026,설명이 다소 불편한 영화,,,,,,,,,,,,,,,,,
2027,영상미 하나는 좋음. 배경 색감이 너무 이쁘고 영화에 나오는 스웨덴 사람들 옷 사고 싶었음. 근데 절벽에서 떨어진다고 그렇게 얼굴이 푸딩처럼 찢어지지 않는데 고어장면들 너무 가짜티남. 고어물 돈주고 본건 처음인데 원...,,,,,,,,,,,,,,,,,
2028,ㅋㅋㅋㅋ 읭? 웅성웅성-> ㅋㅋㅋㅋ 읭? 웅성웅성의 무한반복,,,,,,,,,,,,,,,,,
2029,호불호심하게 갈릴것같아요,,,,,,,,,,,,,,,,,
2030,너무 은유도 많고 영화가 전반적으로 어려움,,,,,,,,,,,,,,,,,
2031,유전과 마찬가지로 가족의 이야기로 시작해서가족으로 끝나는 영호ㅓ,,,,,,,,,,,,,,,,,
2032,기대안하고 봤는데,,,,,,,,,,,,,,,,,
2033,힘들다 힘들어ㅜㅜㅜㅜ,,,,,,,,,,,,,,,,,
2034,아름다운 자연을 배경으로 선보이는 기괴함의 극치,,,,,,,,,,,,,,,,,
2035,수작. 유전 만큼 공포와 재미는 없지만 우리를 새로운 새로운 공포의 세계로 안내한다. 보고나서 어지러워서 불닭먹고 싶었다...,,,,,,,,,,,,,,,,,
2036,공포물은 아니고파스텔톤의 고어영화,,,,,,,,,,,,,,,,,
2037,연출은 진짜 OOOO. 근데 끝나고 음악이 흘러나오고 1분동안 멍하니 아무생각도 안납니다. 뽕 맞은거 마냥..,,,,,,,,,,,,,,,,,
2038,시상적 호러 (10자),,,,,,,,,,,,,,,,,
2039,무릎을 탁 치고...자리를 박차고....영화,,,,,,,,,,,,,,,,,
2040,아름다운 영상미와 소름돋는 bgm;;;,,,,,,,,,,,,,,,,,
2041,화려함 속에 잔혹함ㅂ. 담아내기 어려운 것들을 독특한 방식으로 잘 담아냈다,,,,,,,,,,,,,,,,,
2042,보는 내내 느낌이 이상해요 ㅠㅠ,,,,,,,,,,,,,,,,,
2043,오컬트와 공포를 이용한 ''빛 다른'' 캐릭터간의 갈등 묘사가 끊임없는 불안감을 유발한다. 속박과 운명의 얽매임과 동시에 느껴지는 묘한 해방감,,,,,,,,,,,,,,,,,
2044,지금까지 이런 영화는 없었다. 내 인생 최고의 영화.,,,,,,,,,,,,,,,,,
2045,진짜 영화보다가 너무 어지러워서 영화끝나고 먹은거 다 토했네요 다이어트에 좋은 영화 추천,,,,,,,,,,,,,,,,,
2046,근래에 들어서 본 호러영화 중 최고의 오프닝 씬이 아닐까..,,,,,,,,,,,,,,,,,
2047,베드신,,,,,,,,,,,,,,,,,
2048,이렇게 밝고 화사한 고어는 처음본다,,,,,,,,,,,,,,,,,
2049,역시 사람이 제일 두려운 존재네,,,,,,,,,,,,,,,,,
2050,WHAT THE FUCK,,,,,,,,,,,,,,,,,
2051,감독이 관객을 끝까지 놓치않게한다,,,,,,,,,,,,,,,,,
2052,사이비를 조심하라는 영화.. 스웨덴은 안 가야겠음.. 이쁘고 화려하고 있어보이지만 사이비.. 그게 사이비라는 교훈..마지막에 여주도 동조함 ㅎㄷㄷ,,,,,,,,,,,,,,,,,
2053,킬링디어를 잇는 매스껍고 찝찝하고 뒤돌아보면 생각나는 영화,,,,,,,,,,,,,,,,,
2054,그것이 알고 싶다에서 취재할만한 내용 -미드소마의 실체- 유전 본 사람으로써 감독의 한결같은 스타일과 음악임 ㅋ,,,,,,,,,,,,,,,,,
2055,그래서 내용이 뭐라고?ㅋㅋㅋㅋ,,,,,,,,,,,,,,,,,
2056,영화보고 급 피폐해져서 운 들어오라고 평점 럭키 7남김,,,,,,,,,,,,,,,,,
2057,정말 너무 진중 할 만큼 혼을 빼놓기는 하지만너무 멀리갔다 진짜 너무 멀리,,,,,,,,,,,,,,,,,
2058,전작 유전에 비해 끔찍함의 수위가 높아지고,,,,,,,,,,,,,,,,,
2059,이거 다큐멘터리맞죠?,,,,,,,,,,,,,,,,,
2060,지극히 여자 주인공 시선으로 바라보는 2시간짜리 이교도 인간극장이 아니면 무엇인지,,,,,,,,,,,,,,,,,
2061,내 평생 이렇게 기괴하고 불쾌한 영화는 지금껏 없었다~두번보면 보는 내 자신도 미칠 영화!  행여나 애들이 보기없길바란다~,,,,,,,,,,,,,,,,,
2062,아름답고 몽환적인 축제..문화를 어디까지 받아들일수 있을것인가,,,,,,,,,,,,,,,,,
2063,2시간이상을 보기엔 시간이 아깝다,,,,,,,,,,,,,,,,,
2064,핵 노.잼 ㅡㅡ;;;   시간이 너무아까워여 ㅠㅠ,,,,,,,,,,,,,,,,,
2065,참나.. 이 영화보고 힐링된다는 사람이 더 소름...이 영화는 공포물도 아니고 정말 지구 어디엔가 있을법한 사이비종교집단을 다루는 별 스토리 없는 다큐물에 가까움.러닝터임 거의 내내 정신병자들 보고있자니 보고나면 기...,,,,,,,,,,,,,,,,,
2066,최고 복지국가 스웨덴,,,,,,,,,,,,,,,,,
2067,난 유전보다 더 나았다 존나 기이한데 몰입해서 봤네,,,,,,,,,,,,,,,,,
2068,예술이라는 이름하에 이런쓰레기를 만들다니ㅡㅡ 최악의 변태영화. 감독이어떤인간인지 정신치료좀받아야할듯. 보지마세요,,,,,,,,,,,,,,,,,
2069,역겨움 김기덕영화를 뛰어넘는 ㅈ같음이 있음.더 소름인 건 밑에 관람객평에 사회에는 존재하지 말아야할 OOO가 글을 장문으로 써놓은 것...사회에 나오지마라 제발...,,,,,,,,,,,,,,,,,
2070,아름다운 공포영화. 밝은 분위기 아래 소름돋는 매 순간들. 147분이 순식간에 지나갔다 느낄 정도로 강렬한 몰입감. 그러나,,,,,,,,,,,,,,,,,
2071,재미도 없고 기분나쁘기만 한 영화.,,,,,,,,,,,,,,,,,
2072,어둠 속에서 뭔가 튀어나오는 클리셰는 이제 잊자. 찬란한 태양빛 아래서도 이만큼 공포스러울 수 있는 것은,,,,,,,,,,,,,,,,,
2073,싹 다 불태워라 bowwowwow,,,,,,,,,,,,,,,,,
2074,멘탈 약하신 분들은 보면 안 될듯...보고나서 몇일동안 계속 상기되거든요.. 기분이 매우 찝찝하고 불쾌함 특히 자기전에 계속 생각나는데 미칠 것 같음 ㅠㅠ,,,,,,,,,,,,,,,,,
2075,한낮의 지옥...하지만 이 영화를 보는게 제일 지옥이였다,,,,,,,,,,,,,,,,,
2076,진짜 내가 원하는 종류의 공포... 정신적으로 두들겨 맞는 느낌. 언어로 설명하기도 힘든 막연한 공포를 영화로 찍어버린다. 감독 진짜 머리에 뭐 들었는지 모르겠지만 차기작도 무조건 볼듯,,,,,,,,,,,,,,,,,
2077,아아~ 아아~ 아아~,,,,,,,,,,,,,,,,,
2078,언제 무서워야하는 영화인가요?유전이랑 같이 봤는데...유전도 그렇고 난 당췌 너무 기대를해서그런건지... 그것도 두 편다 혼자 불끄고봤는데.. 뭐가 무섭다는건지 원..,,,,,,,,,,,,,,,,,
2079,밝고 화사한 영상내내 의도적으로 연출된 기괴함이 인상 깊음.,,,,,,,,,,,,,,,,,
2080,그냥 이해 할 필요도 없는 미친영화,,,,,,,,,,,,,,,,,
