,content,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
2400,이 영화 보자마자 dvd를 샀던기억이 ^^; 그 이후로 dvd를 모으는습관이 생겼다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,결국 네오는 리셋버튼을 누르기위해.. -_-;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,최고지최고 ㅇㅇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,키아누리브스의 최고작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,이게 재미없다고하는사람들은 두뇌용량이 부족한것이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,진짜 good good good @!@!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,말이 필요없다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,최고의 SF영화.. 매트릭스만의 세계관,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,키아누리브스멋있따,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,철학적인 명제와 SF눈요기라는 두마리의 토끼를 잡았다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,당시엔 정말 최고의 영화였져 ㅋ_ㅋ;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,몇번봐도 안질리는 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,무슨 다른 수식어가 필요할까? 액션 영화에 신기원~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,내용을이해하는순간 최고의영화임을 깨달았다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,10년이 지난 이제서야 대충 내용 이해를했다..ㅎㄷㄷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,액션도 신선한 충격,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,역대최고인영화인듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,언제 봐도 최고지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,시작은 그럴 듯 했으나...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,정말 최고다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,Set You Free From the Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,몇번을봐야 내용이해가되는영화 리뷰를꼭보자,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,내 생애 최고의 영화 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,3번보다보니액션이아니라스토리에전율이돋는다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,키아누 리브스의 최고 명작이라고 할수 있죠,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,2·3탄이 말아먹긴 했지만 1편은 당연 수작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,스토리를 이해 못하는 사람도있지만 이건 최고다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,대명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,이건 대명작입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,맞아 이걸 10년전에 만들었다는건에라야 혹시 미래에서 만들어진건 아닐까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,그냥 좋다 사랑한다 키아누리브스♥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,SF계의 새로운 혁명,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,당대 최고의 영화!! 인간이라면 한번쯤 생각해 봐야 할 문제,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,지금봐도 재밌네,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,이건뭐.. 고개 숙여야지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,이게 10년전에 만들었다고라????,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,40자 압박,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,말이필요없구만,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,벌써 10년이 되었네요.  정말 기념비적인 영화인데.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,완전재밌음 ㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,소름끼친다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,퀼리티보고 최신영화인줄알았어,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,쵝옹,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,티비에서 가끔보여주는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,솔직히 보면서 무서웠어,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,지금봐도 손색이 없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,20 세기말에 플라톤을 영화로 만날줄은 생각도 못했군,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,보고 나서도 믿기지 않았던 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,재미,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,더이상 무슨말을?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,극장에서 처음 볼때 영상쇼크 잊을수없다. 더이상 새로울수있을까 싶은 연출.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,어제 ocn 에서 봤는데 너무재밌어서 12시 넘게 봤다 ㅎ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,컴퓨터에 관한 영화 인것 같군요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,영화를보면서 인생,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,계속봐도 안질림 신선한 액션과 스토리... 이게 벌써 10년이나 됬다니..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,이제 sf액션영화는 매트릭스 전과 매트릭스 후로 구분된다.그 자체가 하나의 패러다임,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,최고..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,good 의 영화 대명작~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,워쇼스키 남매를 각인시켜준 영화!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,그저 최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,말이 필요 없네... 키아누 리브스 짱!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,생각지 못한 소재와 스토리 그리고 워쇼스키 형제의 연출능력. 무슨 말이 더 필요한가,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,^^말이 필요 없습니다 키아누리브스 진짜 멋지내요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,저는 이영화 보고 키아누리브스가 이렇게 연기잘하는줄은..ㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,와 ㅋㅋ 이게 벌써 10년이 다되가? ㅎㄷㄷ.. 지금 개봉했어도 1위했을 작품..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,아직도 생생해 모든 패러디의 기초작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,진짜 TV에서 해줄때마다 봐도 질리지 않는다. 1편은 정말 쵝오~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,마지막 매트릭스 3에서 네오가 '필연이야'할떄 감동먹었음 진짜 잼내요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,ㅠㅠㅠㅠㅠㅠ 별이 아깝지 않은 영화 ㅠㅠㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,이제서야보다니..그냥 매트릭스 매트릭스햇찌 제대로본건 첨,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,오늘 OCN에서 이 영화를 보았다. 다섯번째였지만 이 명화는 볼수록 변화한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,신선하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,빈틈없는영화 그저 '와' 소리뿐감독의 사고와 스토리가 마음에 와닿아서 최고가된영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,철학적 사고가 총집합. 해석과 논문이 쏟아지는 정말 대단한 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,sf 영화에서는 단연 첫손에 꼽을 걸작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,드라마 장르가 아닌영화중에선 진짜 내생의 최고의 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,봐도봐도 질리지 않는 그 영화 매트릭스 ~ 강추,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,얼른 뒷편 보고싶다 !,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,처음보고 이해를 못해 평점이상하다고느꼈다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,뭐하나 빠진게 없는듯...마지막 트리니티의고백♡캬~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,진짜 세기의 명작 ㅇㅅㅇ;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,진실에대한고찰 이거하나만으로도 대단한영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,보고나서 어안이 벙벙했는데 리뷰글 보니 감이 잡히네..아무튼 대단한 영화인건 확실,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,터미네이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,신선한 충격이었다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,내 인생 최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,짱이넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ신고.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,굿!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,신선한 충격을 던져주었던 최고의 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,sf의 최대의 명작!!! 10점은 너무적다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,봐도봐도 재밌는영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,최고!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,짱이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,짱짱,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,설명이 필요없는 최고의 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,3M : Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,상영시간 2시간이 1시간처럼 늦겨졌던 영화.. 말이 필요없다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,스타워즈의 아성을 넘볼만한 작품이었음 대단한 발상력!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,최고다.........이거 보다 좋은 영화 100년안에 나오려나?ㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,쵝오,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,액션이면 액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,영화의 혁명.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,최고의 발상,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,이런 영화가 10점 만점에 10점,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,전무후무'라는 말밖에는 할 수 없는 전설...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,난 왜 이제야본걸까,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,전설이죠 전설,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,매트릭스는 전설입니다 역시 쵝오 끝내줍니다 매번봐도 명작 초대작...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,진수성찬같은 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,내 생의 최고이자 최후의 영화. 말할 필요가 없다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,혁명 그이상의 영화. 20세기와 21세기를 이어주는 SF의 마지막통로,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,.. ㅋ  워쇼형제의 최고작1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,밑에 1점들은 머냐 ㅉㅉ ㅡㅡ 엄청 좋은영환데 뭥미,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,천재적인 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,말이 필요없다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,이건 뭐..... 전설!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,1편은 정말 좋았다. 후속작이 필요 없었던 작품,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,현란한 액션속에 숨은 곱씹어 보게 하는 심오한 내용..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,10점 만점짜리 3부까지의 여정은 우리 삶을 비유적으로 너무나 통렬하게 그려냈다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,이 영화를 1999년에 본 사람이라면.. 어찌 10점을 안줄 수 있을까요 ㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,미국서 영화끝나고 그자리 안떠나고 다시본기억이..1점은 모냐,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,혹시 나도 매트릭스 프로그램 속에서.......,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,스토리의 재미.. 보는 재미.. 한번 보곤 좀 이해하긴 힘들지만 ㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,신화의 시작인가!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,이영화 참 재미있어요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,말이 필요없는 최고의 SF!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,스토리도좋고 액션도 멋짐.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,아름답고 사랑스럽고 섹시하고 거기에 엄마 같기까지한 트리니티.. 나의 트리니티는..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,영화관에서 봤을떄 너무 재미있어서 미치는줄 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,너무~ 재밌게봤던기억이..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,이게 10년전에 나온 영화라니 세상에.... 최고다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,혁명,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,무슨 말이 필요해??,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,심도있고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,솔직히 이만한 SF영화가 어딨음?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,기막힌 소재,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,2번봐서 이해한 영화. 총알 피하는 장면 추천.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,내 인생의 최고의 SF영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,매트릭스 1이 젤 낫다 ㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,역시 1이 최고입니다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,영화의 재미만큼 철학적이고 논란이 많은 작품 그러나 역시 이런게 영화다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,매트릭스의 철학은 정말..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,진정한 클래식. SF의 정석.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,앞으로 언제 이정도의 세계관과 재미를 가진 영화가 다시 나올까요..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,CRT 모니터 빼곤 10년전 영화라는게 인정이 안됨 ㅎㅎ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,한번볼때 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,몇번을 봐도..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,ㅎㅎ OO만에 다시봐도 재밌군요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,모든 걸 갖추고도 더 나아간 SF영화의 혁명,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,이거 최고네요!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,상상대박,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,작품성과 대중성이 공존하는 명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,워쇼스키는 천재다 ... 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,아 짜임새있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,각본 쓴사람 진짜 대단하다. 후~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,간만에 다시 봤는데 역시 멋있는 영화인듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,정말 멋진 sf영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,매트릭스 관람후 진실을 찾았다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,내가 살고있는 세상은 real?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,너무 날라다녀서 좀 유치하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,내 생애 최고의 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,숫가락은 없다 라는 대사가 아직도 기억에 남는다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,아주,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,너무재밋궁 다른영화와다른 새로운 영화 엿어용♡♡♡♡♡♡,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,1~3편까지 5번을 봤지만 볼때마다 느낌이다르다.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,개봉 10년이 지난 지금도 즐겨 볼 정도로 매력있음..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,보는내내흥미진진해서눈을못떨어지게만들었던영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,액션으로 보나 스토리로 보나 명작중의 명작.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,장르에 충실함을 뛰어넘은 명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,불멸의 명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,말이필요없다...일단봐라,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,재밋슴,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,굳,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,난 이 영화의 액션이나 cg보다는 소재가 참 맘에 든다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,중학교때 보고 전율이 흘렀다.... 스무살 먹고 또 한번 보며 또 한번 전율을 느낀다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,정말 한순간에 압도 당하는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,재미있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,진실은 아무도 모른다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,사촌동생들이랑 존나 재밌게 봤음 환상 그 자체!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,1점주는 애들은 부정적인 인생을 사는 사람들인가 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,한번보고 몰라서 두번보고 재밌어서 자꾸본다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,길을 아는 것과 걷는 것의 차이... 직접 보라.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,내가본 어떤 영화보다도 완벽한 영화였다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,최고의영화...1편만봐서는 모른다... 이영화의 진짜 맛은 액션이 아니라는걸!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,재밌다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,쵝오의 액션영화중 하나,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,영화로 철학하기. 지금 내가 살고 있는 세상도 매트릭스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,말이필요없다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,작품을 이해를 못했던 때도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,이거 1점 준 사람은 진짜 의도적이란 생각 뿐이다. '최고'란 말로밖에 설명못하다니,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,불교 기독교 도교의 모든 요소가 녹아있는 철학적 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,아정말재밌습니다 ㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,이렇게 재밌는걸 이제서야 봤네요^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,몇번을 봐도 재밌는 영화........,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,평생 잊지 못할 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,옛날에 tv에서 특선영화로 해줄 때 처음 봤던 매트릭스... 역시 대작은 대작이여...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,정말 쩐다 앞부분 2번 보니까 어느정도 이해가 된 듯 앞으로 몇번은 더 봐야지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,정말 잼있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,알면알수록 그 깊이에 빠져드는 내인생 최고영화!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,언 10년만에 이해한 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,다시봐도 정말 멋진 최고의 영화!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,최고라는 말 밖에는 할 말이 없는!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,정말 재밌는 영화... 나라는 존재를 생각해 보는 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,너무 늦게봐서인지.. 기대엔 못미쳤지만 괜찮았다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,정말 찬탄할만 하도다! 지금 이 순간이 모두 가상이라면...?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,완전 멋잇어엿>ㅅ<,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,cg에 있어서 역사에 두획은 그은 영화 아닌가..그것만으로도 만점,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,지금보면 약간 어설프긴 해도 대단한 발상에 박수를...!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,"데카르트의 ""통속의 뇌""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,말하나 마다 역대 최고의 액션 대작! 역사적인 대작중 하나,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,감각적인 연출과 탄탄한 시나리오 ............ 그러나 키아누는 싫다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,철학과 액션이 절묘하게 표출된 최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,세계관 쩐다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,모든게 정말 굿 액션도 최고^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,세계관 ㅡ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,쩔게 재밌음 액션만 있는 것도 아니고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,SF계의 링컨,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,청소년들이여 또다른 전율을 느끼고 싶은가? 스토리에 집중하고 다시보라,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,재밌다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,생각하려 하지말고 인식해야돼. -모피어스. 이게 진리다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,there is no spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,사랑합니다 정말 ㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,앤디 형제의 최고 작품,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,대작이다.. 짝짝짝,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,정말 최고로 재밌음...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,지상 최고의 대작 ㅠㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,탄성밖에 나오지 않는다. 천재라는 말은 이럴때 쓴다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,나의 뇌세포 속으로 전설이 되어버린 영화. 액션의 진짜 역사가 시작된 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,이젠 전설이 된 영화 ㅡ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,더 말이 필요한가? 이것은 나에게 있어 혁명 그 자체이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,최고의 SF 대작! 더이상의 부언설명은 필요 없다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,열세번째로 기립박수를 친 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,마음먹기에 달린거다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,영화 혁명.... 누가 이런생각을 할까 과연...!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,초딩때 재미없이 봤었는데 그때가 한심스럽다. 완벽한 영화다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,화려한 액션과 철학적 주제,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,새로운 영상대혁명.. 1편.2편.3편 다잼있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,최고의 발상!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,이런 영화가 다시 나올 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,최고다...초딩때는 액션신밖에 안남았는데...휴...심오하다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,빈틈없는 신화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,정말 최고임..................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,블록버스터에도 의미와 깊이가 있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,3번정도는 봐야 이해가 갈듯하네요~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,키아누리브스 최고네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,내가 정말 추천 하는 영화이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,재밌다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,내가 본 영화중 단연 최고다!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,너무 재밌다~~ 정말루,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,내 인생 최고의 영화 10번 넘게 봐도 다시 보면 잼있다.. ^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,신선한 충격을 가져다준 영화 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,1보단 2가더 하지만 시작에8 점,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,영상,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,좀 짱인듯~~!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,정말 보고또봐도 눈을 뗄 수 없게 만드는 깊이 있는 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
