,content,,,,,,,,,,,,,,,,
4321,약간 부족한듯 싶지만 미술이나 화면이 너무나 멋집니다. 이러한 시리즈를 이어나가는것만 해도 감사합니다.,,,,,,,,,,,,,,,,
4322,에어리언 시리즈를 좋아해서 다음편이 기대되네요 나왔으면 좋겠어요,,,,,,,,,,,,,,,,
4323,프로메테우스와 비슷한 전개방식과 충분히 예상됐던 엔딩은 좀 아쉬웠으나 충분한 볼거리와 속편에 대한 기대감으로 후한 점수를^^ 이 영화 15세 이상 관람은 아닌걸로ㅠㅠ,,,,,,,,,,,,,,,,
4324,괜찮아요. 시간이 금방갔어요,,,,,,,,,,,,,,,,
4325,기계주제에 에일리언보다 읍읍....,,,,,,,,,,,,,,,,
4326,프로메테우스를 본 분이라면 재미있게 볼 수 있어요.,,,,,,,,,,,,,,,,
4327,굳굳굳 짱입니다요ㅋㅋㅋㅋ,,,,,,,,,,,,,,,,
4328,에어리언 시리즈 좋아했던 분들이라면 좋아할만한 영화가 아닐까요. 에어리언의 탄생에 대한 모든 것이 담겨있네요. 저는 재미있게 잘 봤어요.,,,,,,,,,,,,,,,,
4329,무엇이 로봇을 로봇답게 만들까요?,,,,,,,,,,,,,,,,
4330,굳 정말 재밋어용 하하하하,,,,,,,,,,,,,,,,
4331,그냥....볼만합니다....,,,,,,,,,,,,,,,,
4332,프로메테우스가 1편 커버넌트가3편 2019년부터 제작들어가는 어웨이크닝이 2편3편커버넌트를 먼저 개봉한 이유가 멀까?역시 스콧 이다 와 ㅋ2편에는 엘리자배스 배갈리는 장면 나오겠다데이빗 몸만들어 주는 것도  ㅋ 기대...,,,,,,,,,,,,,,,,
4333,스콧옹의 에일리언이 15세가 있었던가?,,,,,,,,,,,,,,,,
4334,나름데로괜찮은것 같았어요,,,,,,,,,,,,,,,,
4335,개꿀잼 어찌됬는 난 잼께봄 ㅋㅋㅋㅋ,,,,,,,,,,,,,,,,
4336,영화를 보고 프로메테우스를 봐야겠다고 생각했다,,,,,,,,,,,,,,,,
4337,프로메테우스 본 사람으로서 데이빗이 이럴줄은 몰랐네ㅡㅡ,,,,,,,,,,,,,,,,
4338,완전 재밌어요ㅠㅠㅠ심장 떨어질뻔,,,,,,,,,,,,,,,,
4339,누구에게나 추천하고싶음,,,,,,,,,,,,,,,,
4340,처음에 뭔가 우주 영화하면 진부한 그느낌을 받았는데..와 너무 끔찍하다고 해야할까요 눈가리면서 봤어요19세 상영을 해야하지 않을까 할정도로 좀 징그러운데요 재밌네요 추천!,,,,,,,,,,,,,,,,
4341,시간이어떻게간지모르겠어여 졸잼,,,,,,,,,,,,,,,,
4342,두개의 긴장이 팽팽합니다,,,,,,,,,,,,,,,,
4343,꿀잼이네요 !!기대했던것 이상입니다,,,,,,,,,,,,,,,,
4344,재밌네요. 제점수는요  8점 드립니다.,,,,,,,,,,,,,,,,
4345,징그러움 흥미진진하고 볼만함,,,,,,,,,,,,,,,,
4346,데이빗의 신나는 육아일기,,,,,,,,,,,,,,,,
4347,재미잇게 잘보고왓어여,,,,,,,,,,,,,,,,
4348,재미가 좋았단다 시끄럽다,,,,,,,,,,,,,,,,
4349,10점 갑니다 소름입니다 이영화는 3편이라고 하더군요 다음에 2편이라는데 엘리자베스 쇼 이야기가 2편일거같음 빨리 나왔으면 합니다 단순 오락영화 보시거면 비추합니다 역시 리들리스콧 거장답습니다,,,,,,,,,,,,,,,,
4350,거장의 평타 니들이 간 곳은 쥬라기 공원이 아닙니다,,,,,,,,,,,,,,,,
4351,소름끼치는 연출력! 3편이 기대됩니다!,,,,,,,,,,,,,,,,
4352,젬있었습니다.후편이기다려지네요,,,,,,,,,,,,,,,,
4353,인간의 호기심은 화를 부른다. 그런데 어쩌겠는가 그것이 인간의 본성인데...,,,,,,,,,,,,,,,,
4354,뭔가 새로운 인류기원에 대해 내용을 기대했지만 아니였다..하지만 에이리언 씨리즈 팬이라면 굳!!,,,,,,,,,,,,,,,,
4355,아주 재미있었어요.다음 편이 너무 기대되네,,,,,,,,,,,,,,,,
4356,"리틀리 스콧의 "" 터미네이터 6 """,,,,,,,,,,,,,,,,
4357,이야기가 잘 들어맞게 스토리를 잘 만든 느낌?,,,,,,,,,,,,,,,,
4358,기다림을 채우기에는 1퍼센트 부족,,,,,,,,,,,,,,,,
4359,재미있었음..근데 마지막 반전은 뭐지...,,,,,,,,,,,,,,,,
4360,재밌어쓴ㄴ데 무서웠덩.. 그래두 돈과 시간은 아깝지 않은듯,,,,,,,,,,,,,,,,
4361,감독 천재다. 완전 소름돋음 크,,,,,,,,,,,,,,,,
4362,프로메테우스와 비슷한 재미,,,,,,,,,,,,,,,,
4363,긴장감 대박 애 떨어지기 딱조은 영화,,,,,,,,,,,,,,,,
4364,OO 존나재밌노;;;;,,,,,,,,,,,,,,,,
4365,리들리 스콧 감독의 특유의 짜릿함을 느낄 수 있었던 영화,,,,,,,,,,,,,,,,
4366,일단 개쫄려서 보고나와서 곱씹어보니 뭔가 생각할거리도 많고 볼거리도 많았던 영화같다... 오랜만에 개쫄리네,,,,,,,,,,,,,,,,
4367,굿잼ㅋ 최고예요 다음 편이 기대됩니다ㅋ,,,,,,,,,,,,,,,,
4368,A.I.가 실현하는 정의를 응원한다!,,,,,,,,,,,,,,,,
4369,에이리언스릴 넘치고 잼있네용ㅋ,,,,,,,,,,,,,,,,
4370,자살특공대냐!! 답답해,,,,,,,,,,,,,,,,
4371,에이리언 팬으로써 정말 재밌었고 만족스러운 작품,,,,,,,,,,,,,,,,
4372,심장이 쫄깃쫄깃ㅋㅋㅋ완전 강추!,,,,,,,,,,,,,,,,
4373,에이리언의 탄생.. 에이리언보다 무서운 데이빗ㅠㅠ,,,,,,,,,,,,,,,,
4374,프로메테우스 본 사람이면 꼭 봐야한다,,,,,,,,,,,,,,,,
4375,에이리언다웠던 결말ㅎㅎ 다음편 기대해 봅니당,,,,,,,,,,,,,,,,
4376,긴장 공포 두려움 모두 잘 조화가 이루어져서 보는내내 심장 쫄깃쫄깃,,,,,,,,,,,,,,,,
4377,존잼 ㅋㅋ 다시 처음부터 정주행 해야겠군,,,,,,,,,,,,,,,,
4378,정말 기대한만큼은 재밌었다!딱 기대한만큼! 그거면됐지,,,,,,,,,,,,,,,,
4379,프로메테우스보다 더 재미있게 봤습니다!,,,,,,,,,,,,,,,,
4380,내가 본 에일리언 시리즈 중 최고,,,,,,,,,,,,,,,,
4381,끝까지 긴장감을 늦출수 없었습니다~ 역시 볼만했네요~,,,,,,,,,,,,,,,,
4382,재미도 재미지만 많은 것을 생각하게 해주는 영화였어요,,,,,,,,,,,,,,,,
4383,미래 사회에서 충분히 일어날 수 있는 일이 아닐지..,,,,,,,,,,,,,,,,
4384,오랜만에 보는 에이리언이 반갑고 좋았당,,,,,,,,,,,,,,,,
4385,이렇게 재밌을줄 알았으면 진작 볼걸ㅜㅜ,,,,,,,,,,,,,,,,
4386,굿이에요굿굿굿굿ㄷ,,,,,,,,,,,,,,,,
4387,돈주고 충분히 볼만한 영화입니다.,,,,,,,,,,,,,,,,
4388,역시 너무 재밌었네여ㅋㅋ 추천합니다,,,,,,,,,,,,,,,,
4389,에이리언을 좋아한다면 충분히 볼 가치가 있는 작품,,,,,,,,,,,,,,,,
4390,마지막 전투장면이 다소 아쉽,,,,,,,,,,,,,,,,
4391,예전에 에이리언 1편을 보고 받았던 충격을 또 다시 받게 됨..,,,,,,,,,,,,,,,,
4392,에일리언 시리즈의 정석 에이리언 커버넌트 영화 강추합니다,,,,,,,,,,,,,,,,
4393,승무원들 다 너무 안타까워요 ㅠㅠ 데이빗 소름끼치네요,,,,,,,,,,,,,,,,
4394,프리퀄과 에이리언사이룰 훌륭히 연결해주는 브릿지,,,,,,,,,,,,,,,,
4395,보는내내 시간 가는 줄 모르고 봤어요 기대한 보람이 있습니다,,,,,,,,,,,,,,,,
4396,영화의 완성도와 작품성은 진짜 최고,,,,,,,,,,,,,,,,
4397,역시 에이리언 너무 좋다 리들리 스콧 짱짱,,,,,,,,,,,,,,,,
4398,흥미진진 하고 스릴넘쳤어요! 꼭 보세요!,,,,,,,,,,,,,,,,
4399,오랜만에 보는 에어리언 시리즈였는데 대만족ㅎㅎㅎ,,,,,,,,,,,,,,,,
4400,진짜 하나부터 열까지 골때리는영화영화보고 진짜 찝찝한건 처음임그래도 나름대로 잘표현했음 A.I 를 점점 추구해가는 이세상을비판한듯한영화,,,,,,,,,,,,,,,,
4401,에이리언의 기원에 대해 확실하게 보여주는 영화. 비쥬얼도 괜찮음. 다만 반전이 너무 눈에 쉽게 보이는게 단점이라면 단점.,,,,,,,,,,,,,,,,
4402,데이빗의 모험은 계속된다.,,,,,,,,,,,,,,,,
4403,후속편 나올때까지언제기다려 ㅜㅜ,,,,,,,,,,,,,,,,
4404,영등위는 반성해라ㅜㅜ 이게 어째서 12세냐ㅜ 잔인하지만 완전 재밌게 잘 봤음,,,,,,,,,,,,,,,,
4405,생각보다 잔인해서 8점줍니다.,,,,,,,,,,,,,,,,
4406,정말재밌습니다추천!,,,,,,,,,,,,,,,,
4407,역시 프로메테우스 후속작 답게 재미는 매우 매우 있었으나,,,,,,,,,,,,,,,,
4408,스토리가 흥미진진합니다,,,,,,,,,,,,,,,,
4409,부모님이랑 봤는데 유익했습니다,,,,,,,,,,,,,,,,
4410,시간 가는줄 모르고 봤어요^^ 개인적으로 가디언즈 보다 재밌었어요~,,,,,,,,,,,,,,,,
4411,존잼!! 3편이 어떻게 나올지 기대됨!,,,,,,,,,,,,,,,,
4412,전작을 안봐서 감흥이 조금 덜함,,,,,,,,,,,,,,,,
4413,미래가 궁금해지게 만드는..ㅎㅎ,,,,,,,,,,,,,,,,
4414,다떠나서 에일리언 시리즈라는것만으로도 행복하다!,,,,,,,,,,,,,,,,
4415,이 영화를 보고 미래의 로봇이랑 사람이 들어가 조종하는 형태  외에는 만들어서는 안된다는 것을 깨달았습니다.,,,,,,,,,,,,,,,,
4416,재밌는데 괴물이조금나옴ㅜ,,,,,,,,,,,,,,,,
4417,해피엔딩을 기대했건만..,,,,,,,,,,,,,,,,
4418,꿀잼히릭꿐젚ㅇ말재밌었어요,,,,,,,,,,,,,,,,
4419,나름 재밌게 봤습니다.,,,,,,,,,,,,,,,,
4420,떡밥읏 끝나지 않았따!,,,,,,,,,,,,,,,,
4421,부모와 애기들이 같이 보는건  비추천  아마 데리고 가서 당황하실 겁니다.그래도  재미는 있었어요.,,,,,,,,,,,,,,,,
4422,월터너무멋있어요짱짱,,,,,,,,,,,,,,,,
4423,에일리언(1979)의 괴수가 결국엔 이런 철학으로 연결되는구나. 후속편나오면 전체적으로 다시 평점을 따져봐야겠다. 지금에와서 프로메테우스를 재평가할수있는것처럼. 훌륭한 영화인건 분명하다.,,,,,,,,,,,,,,,,
4424,오랜만에 재밌었던 영화를 봤다. 하지만 결말에월터와 데이빗의 관계를 제대로 보여주지 않아 아쉬웠다. 프로메테우스를 보고 바로보면 좋을 듯. 중간에 감동 씬도 있어서 좋았다.,,,,,,,,,,,,,,,,
4425,생긴건 저그보다 프로토스 질럿에 가까운데..ㅋ,,,,,,,,,,,,,,,,
4426,너무 무서웠심 ㅠㅠㅎㅎ엄마랑 봤는데 ㅋㅋ 엄마가 최악이라고 ^.^,,,,,,,,,,,,,,,,
4427,데이빗과 월터의 얼굴에서 빅뱅이론 쉘든이 보인건 나뿐인가,,,,,,,,,,,,,,,,
4428,그놈이 더 위험한 놈이다. -.-;; 근데 넘 뻔했음....,,,,,,,,,,,,,,,,
4429,히드라가 너무쌔잖아...,,,,,,,,,,,,,,,,
4430,피조물이 신으로 변모하는 과정,,,,,,,,,,,,,,,,
4431,좀 뻔한결말에~ 프로메테우스와 연결짖기위한 에피소드같네요~! 액션신은다소부족,,,,,,,,,,,,,,,,
4432,에일리언 세계관,,,,,,,,,,,,,,,,
4433,평점을 낮게 책정한 이유는 시고니위버(리플리)가 나왔던 에이리언시리즈의 프리퀄 격이라면 결국 에이리언은 인간이 만든 바이러스를 AI가 계속 변형을 만들어 키워왔다는 내용이 80년대부터 에이리언 팬으로서?실망스럽다 이...,,,,,,,,,,,,,,,,
4434,웃굿ㅌ타나느터ㅓ더자,,,,,,,,,,,,,,,,
4435,그냥 너무 기대를 많이 해서 인지 별로였다. 인터넷 기사에서 스포 본것도 있어서 그런가...,,,,,,,,,,,,,,,,
4436,인간을 닮은 불멸자는 결국 신을,,,,,,,,,,,,,,,,
4437,뭐야 하도 무섭다길래 쫄았는데 생각보다 많이 무섭진 않던데? 재밌었음,,,,,,,,,,,,,,,,
4438,전에 궁금하던건 다 풀렸는데 또 다시 다음 이야기가 궁금해지기 시작했다ㅜㅜ,,,,,,,,,,,,,,,,
4439,에이리언의 탄생 기록ㅋㅋㅋ 그 동안 궁금했던 궁긍증들이 다 풀렸다,,,,,,,,,,,,,,,,
4440,데이빗의 만행이 소름 돋았네요!! 영상미도 좋고 오랜만에 재밌는 영화 관람이였습니다!,,,,,,,,,,,,,,,,
4441,새로운 시작! 이렇게 멋있어도 되는거야?!,,,,,,,,,,,,,,,,
4442,징그럽고 끔찍한 것 그게 전부,,,,,,,,,,,,,,,,
4443,가장 개같은게 뭔지아냐? 우주기술하고 총기기술하고 대칭이 안맞아~ 그리고 멘탈 약하고 빈약한 15명이 무슨 2000명을 이끄냐! 우주기술이 그정도면 방아쇠 안누르고도 자동 표적 사격 가능해야한다!!!,,,,,,,,,,,,,,,,
4444,재미 있었지만 뭔가 다소 아쉬운 ㅋㅋ,,,,,,,,,,,,,,,,
4445,에일리언이 공기중으로 전파된다는건.쫌 아닌듯....,,,,,,,,,,,,,,,,
4446,프로메테우스 안보신 분이라면 보고 보세요.,,,,,,,,,,,,,,,,
4447,심심풀이용으로 괜찮아요,,,,,,,,,,,,,,,,
4448,기존 오리지날 에일리언 시리즈를 생각하고 가면 실망할거. 평소 공포영화 즐겨보는 사람이라면 전혀 긴장되거나 무섭지도 않을거임. 결말도 엄청 뻔하고. 그냥 프로메테우스의 후속작 정도로 생각하고 보면 나쁘진 않은 영화,,,,,,,,,,,,,,,,
4449,전시리즈를 안보고 봤는데도 나름 재밌었어요긍데 15세 치곤 좀 야시꾸리한 장면도 한번 나오고 징그러운장면이 많네요... 볼만했어요,,,,,,,,,,,,,,,,
4450,제목을 에일리언이 아니라 인조인간으로 바꿔얄 듯.. 포커스를 잘못 잡음,,,,,,,,,,,,,,,,
4451,에어리언시즌에서 볼때 위험물 즉 에일리언을 지구로 데려가지 못 하도록 하는것이 영화의 목적으로 흘러간다 그것을 관점으로 볼때 그럴듯 했으나 결과는 늘 여지를 남긴다. 지금 인간은 에이아이를 만든다 그건이 우리에게 어...,,,,,,,,,,,,,,,,
4452,괴수영화가 이리심오해야되나?움·· 주인공들이너무 쉽게죽음  그냥 매니아들은 좋아할듯,,,,,,,,,,,,,,,,
4453,코너뉴너ㅏ나ㅇ커ㅓㅇ,,,,,,,,,,,,,,,,
4454,참신함이 고갈된 자기복제의 한계. 대원들만큼 어리숙하고 안일하다. 2017 에일리언과 블레이드 러너의 접점,,,,,,,,,,,,,,,,
4455,영상미 좋았어요! ^^,,,,,,,,,,,,,,,,
4456,전작보다 아쉬운 내용 그러나 한번더 기대해보는 후속편,,,,,,,,,,,,,,,,
4457,언제나 찝찝하게 끝나. 월터야 다시 만나자.,,,,,,,,,,,,,,,,
4458,사람에 따라 호불호가 갈릴 수 있는내용 전개이지만 개인적으로는 대만족프로메테우스 이후 커버넌트 사이 무슨일이 일어났는지에 대하여 좀더 이야기가 풀렸으면 좋겠다,,,,,,,,,,,,,,,,
4459,에일리언 1,,,,,,,,,,,,,,,,
4460,그럭저럭 .. 기대보다는 .. 그래도 에이리언이라서 믿고 봣어요,,,,,,,,,,,,,,,,
4461,전개되면서 소름돋는게 묘미긴 하지만 초반엔 답답하더라,,,,,,,,,,,,,,,,
4462,이전 영화를 떠올리며 재밌게 보았습니다.,,,,,,,,,,,,,,,,
4463,징그러워서 소름이...잔상이 남아서 미치겟네요 15세라니요ㅠㅠ,,,,,,,,,,,,,,,,
4464,인간에 대한 심오한 질문을 던지는 명작이다.,,,,,,,,,,,,,,,,
4465,부화가 너무 빠름. ㅜ.ㅜ,,,,,,,,,,,,,,,,
4466,로봇이 세계를 지배하는 순간,,,,,,,,,,,,,,,,
4467,dsrtse45s45s45s4e5,,,,,,,,,,,,,,,,
4468,솔직히 화려한 전투신을 기대했다면 평점 5점 정도일듯.. 영화 전반적으로 조용히 흘러가는게 아쉬웠지만,,,,,,,,,,,,,,,,
4469,애들 대려간 부모들을 욕하는건 뭔 경우야 등급이 15세니까 잔인하지 않다 생각하고 갔을수도 있지 차라리 영등위를 욕하는게 정답이다,,,,,,,,,,,,,,,,
4470,이영화는 밤에보시지말길 초반에 잠ㅜ,,,,,,,,,,,,,,,,
4471,회수되지 않은 떡밥들이 머리속을 굴러다닌다,,,,,,,,,,,,,,,,
4472,프로메테우스를 안봐서 내용이해 하나도 안됐음...그거빼면 좋은영화,,,,,,,,,,,,,,,,
4473,굿좋습니다 약간 뻔한내용이지만,,,,,,,,,,,,,,,,
4474,앗..매그니토!!!,,,,,,,,,,,,,,,,
4475,그냥저냥 괜찮았네요.,,,,,,,,,,,,,,,,
4476,가나다라마바사아자차카타파하,,,,,,,,,,,,,,,,
4477,재미있다. 잔인하다 ,,,,,,,,,,,,,,,,
4478,결말이 짜증. 왜 여주인공들을 쭉 하게 내버려두지 않는가. 왜 다 죽이냐고. 시고니 위버처럼 여주인공 오래좀 가게 해라.ㅠㅠ,,,,,,,,,,,,,,,,
4479,악이 결국 악을 낳았고,,,,,,,,,,,,,,,,
4480,만약 데이빗을 태우지 않았더라면 어떻게 되었을까요?보고나니 이런생각이 들더군요.,,,,,,,,,,,,,,,,
4481,데이빗의,,,,,,,,,,,,,,,,
4482,너무 기대가 컷나,,,,,,,,,,,,,,,,
4483,생각해보니 역시 에이리언 홀수 시리즈 로봇들은 사악하게 나오는거같음. 짝수 시리즈는 선하게 나왔었는데ㅋㅋ,,,,,,,,,,,,,,,,
4484,인류의 기원을 찿느니 에어리언의 기원을 찿아라...,,,,,,,,,,,,,,,,
4485,재밋엇어요~~!!ㅋㅋ,,,,,,,,,,,,,,,,
4486,전편의 떡밥이 (나름?) 많이 풀리고 영상미 좋구요 다음편이 기대되게 만드네요 다만 초반  설명이 다소길고 이를 통해 기대치를 올리다가 마무리가 전편처럼 많은 떡밥을  남기고 코덜푼느낌을 남기네요 장점이자 단점입니다...,,,,,,,,,,,,,,,,
4487,프로메테우스안보고 보니 좀 이해 안갔어요,,,,,,,,,,,,,,,,
4488,에이리언의 주요 내용과 매우 비슷한 점이 아쉬웠으나 나름 영상미와 줄거리는 괜찮았음. 볼만한 영화...,,,,,,,,,,,,,,,,
4489,okok not bad,,,,,,,,,,,,,,,,
4490,창조자와 창조자의 창조자를 파괴 그녀석은 누가 파괴할까?,,,,,,,,,,,,,,,,
4491,인공지능과 생명과학의 발전의 그림자를 잘 보여준 영화. 스토리도 나름대로 완성도가 높았지만 주제에 비해 유치한(?) 스토리 전개가 아쉽다.,,,,,,,,,,,,,,,,
4492,그냥...뭐지? ㅎㅎㅎ,,,,,,,,,,,,,,,,
4493,에이리언 시리즈 좋아하는 사람 꼭 보길.,,,,,,,,,,,,,,,,
4494,에일리언1이랑의 연관을 생각하면 그리 연관성이 있어보이진 않지만 개별적으로 본다면 정말 훌륭하다고 봄!!,,,,,,,,,,,,,,,,
4495,영화보다 보면 뒤 스토리가 뻔한게 좀 아쉽지만 다음 편이 기대됨,,,,,,,,,,,,,,,,
4496,개인적으로 프로메테우스1이 더 재미잇엇지만이것도 타임킬링용으로는 괜찮은거같아요! 못된데이빗!,,,,,,,,,,,,,,,,
4497,명불허전을 기대했건만 이젠 에일리언의 등장이 더이상 긴장감을 주진않네... 오히려 철학적인 영화,,,,,,,,,,,,,,,,
4498,사이코 스릴러 같은 분위기와 긴장감 매우재밌게 봤어요,,,,,,,,,,,,,,,,
4499,나쁘지 않은 스토리와 생각하게끔 만드는 열린 결말 결론은 한번쯤 봐도 나쁘진 않음,,,,,,,,,,,,,,,,
4500,SF의 거장 중의 거장인 리들리스콧이..반도의 조그만 나라의 박평식이란 근본도 놈한테 영화에 철학이 없다고 무시당하고 있다.ㅋ...리들리스콧이 이걸 보면 무슨생각이 들까 ㅋ,,,,,,,,,,,,,,,,
4501,무서워염 >___< 끄아아,,,,,,,,,,,,,,,,
4502,프로메테우스의 후속작 으로도 에일리언 의 전작 으로도 애매했지만 재미는 있었다,,,,,,,,,,,,,,,,
4503,니가 알던 그 데이빗이 아냐.,,,,,,,,,,,,,,,,
4504,데이빗은 다니엘스랑싸우다 턱아래 못이박힘 마지막에 데이빗 턱아래 못박힌자국없음 데이빗은 피부재생능력없음 고로 월터임,,,,,,,,,,,,,,,,
4505,기대했던내용이랑은 다르게 흘러갔지만 만족했습니다,,,,,,,,,,,,,,,,
4506,재밋엇어요   스릴 넘치긴하는데 생각보다 내용이좀 실망ㅜ,,,,,,,,,,,,,,,,
4507,너무 재미있네요! 역시 믿고 보는 리들리 스콧 ㅎㅎ,,,,,,,,,,,,,,,,
4508,진짜 심장 졸이면서 봣다. 무서운데 눈을 못떼게해ㅠㅠ,,,,,,,,,,,,,,,,
4509,SF 호러무비의 진수를 제대로 보여줬다,,,,,,,,,,,,,,,,
4510,영상미와 배우들의 연기가 진짜 끝내주더라용,,,,,,,,,,,,,,,,
4511,예상할 수 없는 스토리에 나도모르게 긴장하게 되더라,,,,,,,,,,,,,,,,
4512,v두명의 안드로이드가 같이 있는 장면은 진짜 긴장되더라,,,,,,,,,,,,,,,,
