,content,,,,,,,,,,,,,,,
4772,잼잇다,,,,,,,,,,,,,,,
4773,걍 초대박 멘붕 영화 ㅋㅋㅋ 인류창조에 대한 정말로 충격적인 사실!! 난 괜찮았듬,,,,,,,,,,,,,,,
4774,#NAME?,,,,,,,,,,,,,,,
4775,근데 그 방에서 깨어난 에어리언들은 어디 간 겨?? 궁금하네,,,,,,,,,,,,,,,
4776,조조로 혼자 느긋하게 감상. 재미있게 봤음.,,,,,,,,,,,,,,,
4777,아버지. 여기서 빵터졌다 화려한기술의 유치한에일리언시리즈,,,,,,,,,,,,,,,
4778,스토리 왈가왈부 하는 놈들은 이게 에일리언시리즈 라는것정도는 알까??? ㅎ,,,,,,,,,,,,,,,
4779,너무뻔한스토리 의외인건 우주선의3명을 그리처리할줄은 몰랐다는거,,,,,,,,,,,,,,,
4780,요즘은 가뭄에 콩나듯 최근 SF 영화중 이런 수작 만나기 쉽지 않다..,,,,,,,,,,,,,,,
4781,정말느리게 스토리가 전개되다 갑자기 허무하게끝나는 영화 비추,,,,,,,,,,,,,,,
4782,방금 보고 왔습니다... 정말 재미있더군요.. 참고로 에어리언 1탄 먼저 보시길.,,,,,,,,,,,,,,,
4783,대놓고 눈에 보여 주던 상징 들의 어설픈 반란!! 이 보다 더 최악일 수 있을까?ㄷㄷ,,,,,,,,,,,,,,,
4784,정말재미없습니다...,,,,,,,,,,,,,,,
4785,잼있네요 극장에서 볼만한 가치가 있다고 생각합니다,,,,,,,,,,,,,,,
4786,벌써부터 2,,,,,,,,,,,,,,,
4787,영화가 시간때우기용이라고만 생각하는 이들에게는 흥미가 없을지 모르지만 시각의 차이일듯,,,,,,,,,,,,,,,
4788,다른영화와 프로메테우스 사이에서 고민중이시면 다른영화 보세요.,,,,,,,,,,,,,,,
4789,후궁이랑 고민하다 이거봤는데 기대 이상임 완전잼나 ㅋ,,,,,,,,,,,,,,,
4790,오락용으로 보실분들은 어벤져스 보러가세요. 불친절해서 더욱 좋은영화,,,,,,,,,,,,,,,
4791,처음부터끝가지긴장감을 안고봤다.,,,,,,,,,,,,,,,
4792,알바많네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ에어리언보기전에 본다면 추천,,,,,,,,,,,,,,,
4793,오늘 4DX 로 죽전역에서 보고 왔습니다 솔직히 평점이 이상하내요,,,,,,,,,,,,,,,
4794,아이맥스로 관람해야 제대로 느낄수 있는 영화였어요..신비하고 환상적인,,,,,,,,,,,,,,,
4795,속편들이나 감독판이 나오면 나머지 별 한 개를 드리지요.,,,,,,,,,,,,,,,
4796,풀어놓은이야기는많은데 영화끝날때까지 해결된게하나도없고 징그럽고 잔인하기만하다,,,,,,,,,,,,,,,
4797,1점 준 사람들 알바 느낌 너무나게 썼네...,,,,,,,,,,,,,,,
4798,프리퀄 아님. 에일리언 1의 그 행성이 아니라니까... 불친절하지만 생각하게하는영화,,,,,,,,,,,,,,,
4799,이런 영화 넘흐 조아,,,,,,,,,,,,,,,
4800,아무리봐도 에일리언 프리퀄인데.... 아무튼 중간중간 잔인해서 놀랐음ㅠㅠ,,,,,,,,,,,,,,,
4801,영화를 본지 5시간이 되가는데 아직도 리뷰를 들추고있다..헤어나올 수 없는 영화,,,,,,,,,,,,,,,
4802,재미만 있구만.. - -; 첨 로그인합니다 이 영화가 왜7.11점인지 이해가 되지않는군요,,,,,,,,,,,,,,,
4803,충격적인 비밀이 시원하게 밝혀지진 않는구나,,,,,,,,,,,,,,,
4804,에일리언을 차라리 재탕하겠다... 여자가 무적이다 ㅅㅂ,,,,,,,,,,,,,,,
4805,반신반의 하고 봤는데 에일리언 이후로 최고의 영화였음,,,,,,,,,,,,,,,
4806,에일리언 비긴스로 제목 바꾸자 ㅎㅎ 그리고 19금인데 야한게 안나와 OO,,,,,,,,,,,,,,,
4807,난 그냥 좀 지루하고 유치하던데 역시 이영화는 호불호가 갈리는듯,,,,,,,,,,,,,,,
4808,영화를 제대로 이해하고도,,,,,,,,,,,,,,,
4809,올해 영화 중 가장 재밌었네요. 2부가 기다려지네요.,,,,,,,,,,,,,,,
4810,제가 극장에서 정말 잘 자는데 이 영화 보면서는 한 숨도 안잤습니다.,,,,,,,,,,,,,,,
4811,난 괜찮던데??????,,,,,,,,,,,,,,,
4812,시간 지날수록 생각나네...속편이 기대된다,,,,,,,,,,,,,,,
4813,그래픽 자체는 정말 최고인데 스토리는 약간 음.,,,,,,,,,,,,,,,
4814,패스벤더 때문에 10점 !!!! 7점이라니 정말 아닙니다 적어도 8점이여야죠 -_-;,,,,,,,,,,,,,,,
4815,누미 라파스..복부 수술후의 근성ㄷㄷ,,,,,,,,,,,,,,,
4816,기대에는 못미쳐도 재밌음.,,,,,,,,,,,,,,,
4817,니 엄청난 기대엔 못미칠지어도 재밌고 좋은영화임에는 틀림없다 호흡이 빨라서1점깜,,,,,,,,,,,,,,,
4818,괜찬음 두시간 전혀 안지루함,,,,,,,,,,,,,,,
4819,에일리언안보고봤지만재밌었음ㅋㅋㅋㅋㅋㅋ,,,,,,,,,,,,,,,
4820,오랜만에 진짜sf영화를 봤네요~떠올릴수록 대단한 영화라고 생각합니다ㅎ,,,,,,,,,,,,,,,
4821,누가 뭐래도 나는 10점 준다,,,,,,,,,,,,,,,
4822,올해 최고의 영화다!,,,,,,,,,,,,,,,
4823,화려한 액션을 기대한다면 보지마세요 생각하게 하는 영화 마지막 장면에선 저는.깜짝놀랬..,,,,,,,,,,,,,,,
4824,정말좋아요,,,,,,,,,,,,,,,
4825,1점도 아깝네요,,,,,,,,,,,,,,,
4826,SF라고 해서 무슨 아바타같은걸 기대했나. 원래 SF장르는 어둡고 다크한 내용이었다.,,,,,,,,,,,,,,,
4827,놀라운 영상미의 리들리스콧만의 스케일,,,,,,,,,,,,,,,
4828,감독이 표현함이 아닌 물음표를 던진 인류의 기원,,,,,,,,,,,,,,,
4829,리들리 스콧작품으로썬 솔직히 실망이다.. 하지만 속편나오면 보러간다,,,,,,,,,,,,,,,
4830,후훗 애들이 다 써놧네..ㅋ 인류탄생의 기원이 아닌 에어리언들 탄생의 기원이라 좀,,,,,,,,,,,,,,,
4831,에일리언 1편이 훨신 재밌음 평점은 낮은거먼저 봐야하는거 아시죠? 이유설명안해도,,,,,,,,,,,,,,,
4832,아이디를 클릭했을 때 이 영화에만 평점을 주었는데 9점 이상이면... 아시겠죠?,,,,,,,,,,,,,,,
4833,에일리언 탄생의 비화  보지말아요 박사는 민폐뀬,,,,,,,,,,,,,,,
4834,스토리전개가좋아요 영화보는내내 역시 리들리스콧(좋든나쁘든)ㅎㅎ마지막 에일리언ㅋ,,,,,,,,,,,,,,,
4835,평점 8점이하로 주는 장애인들 다 OO야됨..그런놈들때메 좋은영화도 피해봄,,,,,,,,,,,,,,,
4836,상상력난뛰어나네요 그래픽도 전혀어색하지않고 이런류의 상상력 자극하는 영화가좋더라구요,,,,,,,,,,,,,,,
4837,에어리언과 같은 세계관,,,,,,,,,,,,,,,
4838,평점이 너무 낮아서 씀. 영화 재밌습니다.,,,,,,,,,,,,,,,
4839,정말 재밌었다. 한번 더 보러 갈것같다. 1점주는 주는 놈들 땜시 평점이...9이상이다,,,,,,,,,,,,,,,
4840,첨으로 평점남겨봅니다.?프로메테우스... 근 5년내 저에게 최고의 몰입감을선사해준 영화!,,,,,,,,,,,,,,,
4841,관람 후 여운이 남는 영화 ~ 한번더 생각하게 하는 영화~ 2편 기대됨,,,,,,,,,,,,,,,
4842,스토리가 완전 억지 이해안되는거투성이 첨부터끝까지 잔인하게 사람죽는것만나옴,,,,,,,,,,,,,,,
4843,정말 예상치못하게 영화가 많은것을 보여주네요^^ 아쉬운점은 조금더볼거리를!,,,,,,,,,,,,,,,
4844,다 집어치우고 상상력에 찬사를 보낸다!!,,,,,,,,,,,,,,,
4845,사람 빡치게 하는 영화 스토리 개연성 부족 억지로 짜맞춘 스토리,,,,,,,,,,,,,,,
4846,이거 잼없단 사람 초딩 아님 알바. 정말 잼잇음!!,,,,,,,,,,,,,,,
4847,데이빗이 멋있네요,,,,,,,,,,,,,,,
4848,여배우가 비호감..볼만은 했으나..,,,,,,,,,,,,,,,
4849,예고편과 포스터에 낚인영화. 공짜로 누가 보여줘도 화날 영화임.,,,,,,,,,,,,,,,
4850,몰입도 최고였지만 결말을 ㅠ ㅠ,,,,,,,,,,,,,,,
4851,좀 지루했다. 하지만 CG와 스릴있는 장면때문에 순간순간의 몰입도는 최고였다.,,,,,,,,,,,,,,,
4852,에일리언 프리퀄 작품치고는 뭔가 설명이 많이 부족한 편. 그래도 재미는 있음.,,,,,,,,,,,,,,,
4853,기대가 큽니다,,,,,,,,,,,,,,,
4854,미지의 영역이 주는 근원적 공포.인류의 뿌리에 대한 새로운 시각. 몰입감 최고,,,,,,,,,,,,,,,
4855,평점 존나 내려갔다 ㅋㅋ 아직 안봤지만 감독 믿고 10점!,,,,,,,,,,,,,,,
4856,지금까지의 영화중 IMAX 3D로 관람하기에 가장 만족스런 영화!,,,,,,,,,,,,,,,
4857,돈아까워요.예고편이 전붑니다.진짜 뭔 소린지.속편이 빤히 보임.,,,,,,,,,,,,,,,
4858,인간 로봇 .. 가장 중요한 의미인 신에대해서 많은 생각을 할 수 있었음. 철학적임,,,,,,,,,,,,,,,
4859,진심 재밋는디? 8점은 되야될영환디..-_-,,,,,,,,,,,,,,,
4860,에일리언 시리즈의 팬이지만,,,,,,,,,,,,,,,
4861,에어리언과 같다. 에어리언 안보신분에게는 괜찮지만 본사람에게는 영 아님.,,,,,,,,,,,,,,,
4862,나만 그런가....그냥 쓰레기... 주인공에게 전혀 공감할수없다,,,,,,,,,,,,,,,
4863,진짜 sf 좋아하면 무조건봐야함 8점이하는 다 알바 개잼,,,,,,,,,,,,,,,
4864,충분히 흥미롭다 액션을 기대한다면 비추,,,,,,,,,,,,,,,
4865,대박이네요~! 마지막씬때문에 속편이 기다려집니다~!,,,,,,,,,,,,,,,
4866,스케일 장난없네요~ 3d로 보길 잘한거 같습니다,,,,,,,,,,,,,,,
4867,강추한 후배직원 매장시키고 오는길. 뭔 영화를 요래 만든데,,,,,,,,,,,,,,,
4868,잘만들었다. 단지 기대감이 너무 컸을 뿐.. 기대안하고 봤더라면 더욱 만족했을듯.,,,,,,,,,,,,,,,
4869,쩌는 영화... 뭐라 할말도 없고 그녕 쩝니당ㅋㅋ 꼭 극장에서 보시기를..,,,,,,,,,,,,,,,
4870,최고입니다!!!,,,,,,,,,,,,,,,
4871,댓글 보니 영화 이해 못한사람은 평점을 낮게주네..ㅎㅎ,,,,,,,,,,,,,,,
4872,상당히 재밌게 봤어요^^특유의 분위기도 무섭무섭,,,,,,,,,,,,,,,
4873,최고의 영화다,,,,,,,,,,,,,,,
4874,생각보다는평점이낮네요 기대만큼은아니지만 재밌게봤어요,,,,,,,,,,,,,,,
4875,나는 진짜 재밌었는데,,,,,,,,,,,,,,,
4876,에일리언 더 비기닝... 3부작으로 만들어서 철학적 메시지도 완성하길...,,,,,,,,,,,,,,,
4877,짜증남,,,,,,,,,,,,,,,
4878,굳굳,,,,,,,,,,,,,,,
4879,굳,,,,,,,,,,,,,,,
4880,정말 오랜만의 보는 SF진정한 영화입니다 굿굿짱!,,,,,,,,,,,,,,,
4881,생뚱 맞은 끝부분. 감독은 에일리언에서 벋어 나지 못하고 있음.,,,,,,,,,,,,,,,
4882,등장인물이 산만하고 이유 없이 죽고 ㅠㅠ 그냥 외계 SF 드라마 였으면 V만큼 인기 있었을 듯,,,,,,,,,,,,,,,
4883,와 진짜 CG는 대박이다..내용은 조금 허접 하지만 화면으로 완벽히 압도당한다,,,,,,,,,,,,,,,
4884,오리지널 에일리언 팬에겐 이보다 더 좋을 순 없다.,,,,,,,,,,,,,,,
4885,에일리언1에나왔던거 다나온다 어!저거!하는 그런맛을 못느낀거겠지 평점낮게준사람들,,,,,,,,,,,,,,,
4886,최근들어 가장 짜증나게본 영화.. 장르가 먼지...당췌...,,,,,,,,,,,,,,,
4887,우리 인간을 초월하는 생명체가 분명 있다는 생각이 듦.,,,,,,,,,,,,,,,
4888,우주를 벗어나지 마라,,,,,,,,,,,,,,,
4889,그냥 고어물..,,,,,,,,,,,,,,,
4890,알바 쩌네..헐,,,,,,,,,,,,,,,
4891,평저뭐지 못해도 8.5점은 될거 같은데...또 종교적인거 때문에 그러나..,,,,,,,,,,,,,,,
4892,평점이 안좋아 기대 안하고 봤는데 스타리움에서 봐서 그런지 영상에 압도,,,,,,,,,,,,,,,
4893,스캇님의 영화를 imax에서 보는 것만으로도 즐겁다. 오늘 한번 더 보러감 ㅋ,,,,,,,,,,,,,,,
4894,난해하네요평가하기가 상상력은좋았는데 딱히 재미로보기는무리 후속작이나온다면재밌을듯,,,,,,,,,,,,,,,
4895,논란이 될만한 인류기원 충격적 실체를 재미없다는 이유로 덮어버리려고 한다.,,,,,,,,,,,,,,,
4896,적당한 잔인함! 재밌게 봤네요,,,,,,,,,,,,,,,
4897,이해하기도 힘들고 졸립고 답답한 영상,,,,,,,,,,,,,,,
4898,이게뭐지..하고봤는데 기대이상이상이상으로 흥미진진했다 !맘에들었음,,,,,,,,,,,,,,,
4899,재밌었다. ㅎㅎ 쫌 더 흥미진진하게 좀 진행 됬다면 ...,,,,,,,,,,,,,,,
4900,에일리언보다는 블레이드러너의 '왜?' 란의미에 가까운...에일리언이랑 상관없다는;,,,,,,,,,,,,,,,
4901,에일리언 세계관이 프로메테우스와 에일리언으로 분화되는 순간 후속작이 기다려진다,,,,,,,,,,,,,,,
4902,이것들아!! 찬양하라! 세상에 이런완벽한 크리쳐물 탄생작을!!,,,,,,,,,,,,,,,
4903,너무 성급하게 평점들을 매기는건 아닌지..,,,,,,,,,,,,,,,
4904,초반에 잤다가 제왕절개할때 토할뻔했다,,,,,,,,,,,,,,,
4905,보고나면 머리가 뻐근해짐을 느낀다. 그런데 왜 회장이 가이피어스 이어야 했는지.. ?,,,,,,,,,,,,,,,
4906,작가의 상상력에 박수.. 재미없다는 사람들은 아마도.. 아바타를 봐도 재미없다할듯..,,,,,,,,,,,,,,,
4907,땅바닥에 팔천원 버리고온 느낌? ^^,,,,,,,,,,,,,,,
4908,전 재미있게 봤는데,,,,,,,,,,,,,,,
4909,영화 스토리 없습니다. 보고 난 후 멘붕 상태! 꿈자리도 안좋았음!!! 완전 비추,,,,,,,,,,,,,,,
4910,왜 19금이나면 애들은 이해못할영화거든. 단순무식액션기대하고 봣다면 이해를 못함.,,,,,,,,,,,,,,,
4911,전체적으로 꽤 훌륭한 영화. 10점 아깝지 않다.,,,,,,,,,,,,,,,
4912,보고 난 뒤..멍 해졌다. 매트릭스 이후로 생각의 화두를 던져주는.하지만,,,,,,,,,,,,,,,
4913,지금은 평점이 낮지만 시간이 흐르면 9점대에 가까워질 것으로 예상합니다,,,,,,,,,,,,,,,
4914,너무 재미없던데 지루하고 이해도 안되구... 비추,,,,,,,,,,,,,,,
4915,다시 봐도 이해하고 봤다라는 느낌을 가질 수 있을 것 같지 않다.,,,,,,,,,,,,,,,
4916,최근 본 sf 중 가장 잼났음. 2편두 기대되네요. 오랜만에 9점준다 ㅎㅎ,,,,,,,,,,,,,,,
4917,9점이 적당,,,,,,,,,,,,,,,
4918,영상 리얼합니다.! 전개 스릴있습니다. 결말 에어리언 1과 잘 이어지는듯. 굿,,,,,,,,,,,,,,,
4919,이런 영화를 안보면 대체 어떤 영화를 보나요 1년에 한두편만 본다면 이해하겠지만,,,,,,,,,,,,,,,
4920,절대 못볼 영화는 아니다.,,,,,,,,,,,,,,,
4921,개인적으로 최고. 스토리 전개가 긴밀하지 못한 부분도 있지만 그것 감안해도 최고!,,,,,,,,,,,,,,,
4922,재미있어요. 다큐멘터리나 진지한 역사를 좋아하는 사람이면 더욱.,,,,,,,,,,,,,,,
4923,무섭네요,,,,,,,,,,,,,,,
4924,환상적인 화면과 생각하게 되는 주제 ... 재밌게 봤습니다...,,,,,,,,,,,,,,,
4925,OO...에얼리언의 기원,,,,,,,,,,,,,,,
4926,심오했습니디. 소재도 신선했고요. 근데 종교인들의 반감을 살 듯,,,,,,,,,,,,,,,
4927,용두사미로 끝내서 나중엔 허탈하긴 한데.. 에일리언팬이라면 봐줄만한 영화에요ㅎㅎ,,,,,,,,,,,,,,,
4928,미국이 지구를 구한다는 식의 영화는 이제 꼴도 보기싫다.화면이나 CG등은 좋았지만 대본이 개판,,,,,,,,,,,,,,,
4929,화면발에 뭍힌 스토리. 각본가를 개패대기 쳐야할듯. 4시간짜리로 만들지. 안타깝네요,,,,,,,,,,,,,,,
4930,내용도없고 아무튼 최악,,,,,,,,,,,,,,,
4931,볼만한건 시각적 요소뿐.. 시나리오,,,,,,,,,,,,,,,
4932,난재밋었는데,,,,,,,,,,,,,,,
4933,여기서 담고있는 메시지를 한번에 이해할 수 없지만 무한한 상상을 부여한 것은 사실,,,,,,,,,,,,,,,
4934,재밌게 봤긴봤는데.영화에 가이피어스가 도대체 어디나옴?? 눈을씻고 찾아봐도 없던데,,,,,,,,,,,,,,,
4935,음... 저는 잘 모르겠네요..,,,,,,,,,,,,,,,
4936,정말 시시함. 왜 이게 청소년불가인지 더더욱 이해가 안간다. 딱 12세관람가 수준이다,,,,,,,,,,,,,,,
4937,솔직히 결말이 좀 황당하고 이야기 전개가 다소 부족하긴했는데 난 재밌기만 하더랑,,,,,,,,,,,,,,,
4938,결말 보니 속편이 나올 것 같은데..,,,,,,,,,,,,,,,
4939,에어리언의 탄생!! 이라고 제목을 바꾸길~~,,,,,,,,,,,,,,,
4940,즉물적이고 SF 싫어하는 우리나라 사람들한테 보여주기 아까운 영화. 바보들.,,,,,,,,,,,,,,,
4941,난 재밋더라!,,,,,,,,,,,,,,,
4942,재밌어요 ~~ 진작 이거나 볼껄,,,,,,,,,,,,,,,
4943,생각보다 뛰어난 전개가 맘에 들어여~,,,,,,,,,,,,,,,
4944,시각적 만족감은 백점이나 이야기 전개에 구멍이 너무 많다.거장의 영화라실망이더큼,,,,,,,,,,,,,,,
4945,일단 보고 이야기 하자. 난 재미만 있더라.,,,,,,,,,,,,,,,
4946,긴장감이 잔뜩,,,,,,,,,,,,,,,
4947,소재와 영상에 비해 매끄럽지 못한 진행과 많이 아쉬운 감독의 연출력 재확인.,,,,,,,,,,,,,,,
4948,리들리스콧 너무나 존경하지만 이영화는 최악이다. 온통떡밥투성이 결말도없고 개짜증,,,,,,,,,,,,,,,
4949,빈약한 스토리. 인류의 기원이 아닌 에이리언의 기원.,,,,,,,,,,,,,,,
4950,재밌음!!! 신선하고 ㅋㅋ전 호기심 가득한 눈으로 흥미진진하게 봤음,,,,,,,,,,,,,,,
4951,이거 다음이야기는 잇긴한가요 cg는좋앗는데 스토리가..먼내용인지 몰랏어요 첫부분에,,,,,,,,,,,,,,,
4952,재밌기만 하던데...2편이 기다려지는 영화,,,,,,,,,,,,,,,
4953,안봤으면 후회했을뻔 했습니다.  믿고 보는 거장의 작품,,,,,,,,,,,,,,,
4954,누가 거장의 2012년 SF작품을 재미없다고 했던가,,,,,,,,,,,,,,,
4955,다음이야기도 궁금해지는.,,,,,,,,,,,,,,,
4956,공갈빵 같은 느낌의 영화 큰 스케일 감탄이 나오는 cg 하지만 속은 아무것도 없음.,,,,,,,,,,,,,,,
4957,이게 재밌다고? 정말 실망스럽다.,,,,,,,,,,,,,,,
4958,액션이 많았으면 하는 아쉬움도있으나 전체적으로 만족합니다. 아이맥스관에서 보세요,,,,,,,,,,,,,,,
4959,이만하면 sf영화로서 충분하다  알바생인지 이영화1점 2점 주는건 정말 이해못하겠다,,,,,,,,,,,,,,,
4960,이제 대세는 엔지니어. SF 거장의 손길은 역시 다르다,,,,,,,,,,,,,,,
4961,스토리도 그렇지만,,,,,,,,,,,,,,,
4962,여주인공 밉상,,,,,,,,,,,,,,,
4963,작품성과 상상력 그러나 잔인하고징그럽고 너무 사실적,,,,,,,,,,,,,,,
4964,답이 없는 스토리가 문제다,,,,,,,,,,,,,,,
4965,볼거리도 있고,,,,,,,,,,,,,,,
4966,팔순을 바라보는 감독님..블레이드러너에 이은 엄청난상상력 시대에 걸맞는비쥬얼..,,,,,,,,,,,,,,,
4967,스토리가 약간 끊기는거 같으나,,,,,,,,,,,,,,,
4968,밑에 평점높게준사람들 다 거짓말...,,,,,,,,,,,,,,,
4969,충격.,,,,,,,,,,,,,,,
4970,SF영화좋아하면 볼만해요,,,,,,,,,,,,,,,
4971,요즘sf영화들은 액션에 치중하지만 이영화는 다르다,,,,,,,,,,,,,,,
4972,무게감은 장난아니나 스토리는 빈약하다. IMAX 3D가 답이다.,,,,,,,,,,,,,,,
4973,비주얼9점(왕십리 IMAX 굿~!),,,,,,,,,,,,,,,
4974,이영화는 3D나 아이맥스로 보시길.... 비주얼 완전 압권,,,,,,,,,,,,,,,
4975,남녀간의 사랑놀음에 긴장감은 떨어지고 스토리의 치밀함도 없고...지루하다,,,,,,,,,,,,,,,
4976,필히 아이맥스 관람!!,,,,,,,,,,,,,,,
4977,예고편 보고 상상할 때가 더 재밌었다.,,,,,,,,,,,,,,,
4978,24부작 시리즈로 리메이크하면 좋을 듯.... 비주얼은 압권...,,,,,,,,,,,,,,,
