,content,,,,,,,,,,,
2983,우주의 신비함과 배우들의 연기에 공감됬어요!,,,,,,,,,,,
2984,연기력과 영상에 몰입되었다,,,,,,,,,,,
2985,인터스텔라같은 멋지고 환상적인 우주를 기대했었는데 주인공이 가지고 있는 심리를 갇히고 차가운 우주에 빗댄 촬영기법이 도드라졌어요. 우주영화를 보면서 가슴이 답답하고 공포심이 드는건 처음인것 같네요. 잘봤습니다.,,,,,,,,,,,
2986,결국 사람의 이야기를 다루는 우주영화는 항상 좋다,,,,,,,,,,,
2987,우주보단 인간의 내면 심리에 초점을 맞추고 보라는 말을 듣고 갔고 정말 만족했다,,,,,,,,,,,
2988,좋앗어요브래드 피트 짱이네요.,,,,,,,,,,,
2989,개인적으로 인터스텔라보다 좋았습니다 피트잖아요.,,,,,,,,,,,
2990,우주에서 인간은 아무것도 아니라는거..,,,,,,,,,,,
2991,시간내내 집중할수있었던영화. 나이들어도 잘생겼네요.,,,,,,,,,,,
2992,인터스텔라는 우주안에 신비함을 보여줬고 이 영화는 우주안에 고독을 느껴줬다,,,,,,,,,,,
2993,목적없이 애씀없이 살아간다는 것이 얼마나 소중한가? 삶은 그저 흘러갈분...1억넘는 달까지의 여행과 화성,,,,,,,,,,,
2994,두세번은 봐야하는영화,,,,,,,,,,,
2995,가장 멀리 있는 곳에서 가장 가까이 있던 것을 찾다. 하지만 SF 장르 본연이 아닌,,,,,,,,,,,
2996,이렇게 좋은 영화는 처음입니다,,,,,,,,,,,
2997,아이맥스 개봉인데 용산에서 볼 수 없다는 사실에 화가나네요. 나쁜 녀석들 CJ라서 Non_IMAX 밀어 주느라 그렇다나요. 아니. 무슨 약 올리는 것도 아니고. 아맥 개봉인데 아맥으로 못 보게 하는 건 무슨 심보임?...,,,,,,,,,,,
2998,우주영화로 보기엔 디테일이 너무 부족함. 우주가 주인공의 심리를 비추기 위한 수단에 불과했던게 아쉽다. 연기와 연출자체는 좋았으나 과학적 오류들 때문에 집중에 방해가 됐음. 잠을 못자고 봤는데 졸리진 않았음. 그래비...,,,,,,,,,,,
2999,과학자가 인간이 되는 sf 드라마,,,,,,,,,,,
3000,인상적인 우주 비주얼과 평범한 주제의식이 잔잔한 흐름으로 혼재된 혼란스러움.,,,,,,,,,,,
3001,SF 스릴러를 기대하고 봐서 약간 아쉬움.. 빵형 연기 자체는 ㄹㅇ ㅁㅊ다고 밖에는 설명 안됨..,,,,,,,,,,,
3002,인생에서 소중함을 찾아가는 휴머니즘 영화브래드핏의 모놀로그~~~소중한 것은 내 주변에 이미 있다. 없는걸 찾느라 주위를 희생시키지 말아야!,,,,,,,,,,,
3003,인생영화 입니다 삶의 소중함을 되새기게 해주는 영화입니다,,,,,,,,,,,
3004,우주여행이 넘 멋졌어요.지구의 미래른 위한~,,,,,,,,,,,
3005,혼자 보기 매우 좋았어요. 브래드피트의 내밀한 연기도 잔잔한 감동이었구요~^^,,,,,,,,,,,
3006,내용좋다 영상미도 있고 허나 단조롭고 뭔가 푸욱 꺼진다 우주유영하고온 기분이라 기빨린다,,,,,,,,,,,
3007,그래비티 영화를 재밌게 봤으면 사랑에 빠질 영화!,,,,,,,,,,,
3008,브래드 피트의  연기가 좋았다.한편의  모노 드라마를  본듯...재밌게 봤다.,,,,,,,,,,,
3009,오락으로 가볍게 보는 상업 SF영화류는 절대 아님. 우주라는 배경과 빵형의 내면 연기가 기가막히게 잘 맞아 떨어진다. 슬프다. 잘만들었다. 근데 다소 지루하다. 몰입도 부분에서 조금 부족한점은 인정하자.,,,,,,,,,,,
3010,인터스텔라 생각하면 살짝 루즈할 수도 있지만 아버지와 아들의 가족애 생각해보면 다르게 보이는 영화,,,,,,,,,,,
3011,브래드피트 연가는 최고,,,,,,,,,,,
3012,기대가 너무 컷나봐ㅠㅠ,,,,,,,,,,,
3013,우주는 넓고 거대하지만 캐릭터가 가진 내면연기 또한 그에 못지않게 넓고 거대했다,,,,,,,,,,,
3014,인터스텔라 그래비티 중간어디쯤,,,,,,,,,,,
3015,감독은 실체없는 이상이나 행복보다는 가까이 있는 행복을 찾으라는 메시지를 던지는건데.. 물론 로이 아빠같은 삶을 살지,,,,,,,,,,,
3016,가까운미래 달여행이 시작되면 화성 명왕성 등 다 가까워질꺼같다.갤럭시 폴드가 지금 존재한다는것만으로도 신기한세상 먼 미래의 우주여행이 다가올 우주여행에 대한 상상을 하게된 영화였네요.,,,,,,,,,,,
3017,Why going on? Why keep trying?,,,,,,,,,,,
3018,예고편보고 액션 영화라고 생각하면 안되고.;; 상당히 잔잔함.. 우주의 고요한 분위기 좋아하는 분들이면 싫어하지 않을듯..,,,,,,,,,,,
3019,인생을 어떻게 살아야 할지 고민하게하는 영화네요.,,,,,,,,,,,
3020,마지막에 뭔가 큰 반전이나 임펙트를 기대했으나 별거 없어서 시무룩... 그래도 재밌게 봤습니다.,,,,,,,,,,,
3021,최고! 오랜만의 우주 영화네요,,,,,,,,,,,
3022,개꿀잼 9.9999 돼박!,,,,,,,,,,,
3023,이영화진짜재밌는데ㄱㄷ,,,,,,,,,,,
3024,재밌어요....!!,,,,,,,,,,,
3025,잘 자구 나왔어용 ^^...,,,,,,,,,,,
3026,브래드 피트 아카데미 받겠는데?,,,,,,,,,,,
3027,이 지구는  남자들의 로망을 담기에는 너무 좁다,,,,,,,,,,,
3028,호불호많이 갈릴거에요.브래드피트가 선택하는작품들의 냄새가 담겨있어요.,,,,,,,,,,,
3029,보는내내 몰입해서 봤던 것같아요,,,,,,,,,,,
3030,전혀 지루하지 않았음!!,,,,,,,,,,,
3031,오랜만에 재밌는영화 봤음,,,,,,,,,,,
3032,로튼 87퍼 팝콘 65퍼면 어지간히 호불호 갈리는듯,,,,,,,,,,,
3033,영화가 좋다 나쁘다 재미있다 재미없다생각을 표현하는 방식은 다양하다고 생각합니다 애드 아스트라 처럼인터스텔라 그래비티 두영화를재미있게 혹은 재미없게 봤다고이영화를 보는 사람의 기준과 성향을 판단하기에는 너무나 단편적...,,,,,,,,,,,
3034,큰 기대를 안고 봤는데 주제나 뭐나 영화 그래비티와 너무 흡사하네요. 여자주인공이 남자주인공으로 바뀐 것 외에 큰 차이를 모르겠습니다,,,,,,,,,,,
3035,정적이고 고요한 우주에서 삶과 자신의 의미를 찾다,,,,,,,,,,,
3036,액션으로 흘러가지않아 다행이었지만 아쉬운 점은 많았다.,,,,,,,,,,,
3037,중간에 잠깐 졸았지만,,,,,,,,,,,
3038,잔잔하고 큰 긴장감없이 봤습니다. 인터스텔라나 그래비티와 같은 우주의 위대함 또는 마션과 같은 재미를 기대하고 가신다면 실망하실듯 합니다. 소중함은 무엇일까를 생각하게 해준 의미있는 영화라 생각합니다.,,,,,,,,,,,
3039,큰 메시지는 아니었지만 좋은 메시지를 남긴 영화.,,,,,,,,,,,
3040,태양계가 옆집인줄... 볼거리 많고 내용은 괜찮은데 좀 뭔가 비현실적이고 뭔가 우주영화들을 섞어놓은거 같은 느낌,,,,,,,,,,,
3041,방금 봤는데 잘만든 영화이나오락성 떨어짐우주에 엄청 관심이 있거나철학 명상 좋아하시는분은 권함 단순 우주영화네 하고 보면 후회할듯거짓말안하고 관객들 말 웃음소리 하나 안나고 본 영화는 처음그만큼 진지하게 빠져들만큼 ...,,,,,,,,,,,
3042,인간의 본질은 공동체의식의 동물이라는 걸 말해주는 듯 주변을 소중하게 생각하고 사랑하라혼자가 될시에 외로움의 배경을 드넓은 우주로 해놓은 듯한 느낌이라 더 외롭고 쓸쓸해보였다,,,,,,,,,,,
3043,그래비티와는 다른 주제의..,,,,,,,,,,,
3044,보면서 오줌 마려웠는데 영화 보는 동안 오줌 마렵단 생각밖에 안들었어요,,,,,,,,,,,
3045,이 영화 보실때는 나쵸 광고시간에 다먹던지 폭발장면에맞춰서 먹던지...그냥 나쵸먹지마세요. 바사삭!!~,,,,,,,,,,,
3046,전반적으로 느낌은 괜찮았지만..전개가 길고,,,,,,,,,,,
3047,인터스텔라,,,,,,,,,,,
3048,나한텐 너무 어려운 영화..,,,,,,,,,,,
3049,우주의 고요함과 브래드피트의 나즈막한 나래이션이 더해져서 아차하는 순간에 졸수 있음. 근데 굉장히 문과스러운 우주영화여서 좋았네요.,,,,,,,,,,,
3050,결국에 아버지가 되지 않기를 선택했다,,,,,,,,,,,
3051,지옥의 묵시록의 소프트한 SF버전,,,,,,,,,,,
3052,점잖은 수다쟁이 신사의 넋두리라 생각할 수도 있으나 이는 결국 삶에 대한 가치와 추구,,,,,,,,,,,
3053,거대한 우주 그 안의 작은 나,,,,,,,,,,,
3054,인터스텔라를 생각하고 갔는데 퍼스트맨을 보고왔네,,,,,,,,,,,
3055,만화보다 더 판타지같음. 내용은 짬뽕,,,,,,,,,,,
3056,흠...전 잘모르겠어요,,,,,,,,,,,
3057,편집된건지 이프로 아쉬운 스토리였음영화는 좋다,,,,,,,,,,,
3058,아집과 후회를 마주한 한 사람의 참회,,,,,,,,,,,
3059,블레이드 러너 2049 리메이크판의 라이언 고슬링이 그리웠는데 해소되었습니다.,,,,,,,,,,,
3060,영화 퍼스트맨과 결을 같이하는 영화SF와 결합관 휴먼드라마인터스텔라나 그래비티를 기대하면 좀 아쉬울지도.,,,,,,,,,,,
3061,그냥 그속에 빠져들었다.,,,,,,,,,,,
3062,인터스텔라보다는 그래비티에 가까운 영화. 그래비티확장판 정도? 뭔가있겠지 기대하면서 보지만 끝까지 브래드피트 1인극. 철학적으로는 동의한다,,,,,,,,,,,
3063,2019.-09-19,,,,,,,,,,,
3064,이른시간에 많지않은 관객이랑 봤는데,,,,,,,,,,,
3065,너무 재밌게 보았습니다^^,,,,,,,,,,,
3066,배우들 연기 영상미는 최고!!!,,,,,,,,,,,
3067,와우..브래드피트 인생작이다!,,,,,,,,,,,
3068,감독이 관객에게 주고자 하는 메세지를 영화에 잘 녹여낸 영화,,,,,,,,,,,
3069,인류를 위한 여정이 개인의 깨달음으로,,,,,,,,,,,
3070,빵형의 긴여정을 동화되어 따라가다....엔딩후 내곁의 소중한 사람을 떠올려 봤다,,,,,,,,,,,
3071,우주 영화 무지 좋아합니다. 솔직히 스릴넘치고 손에 땀쥐고 그런 영화 아니라는것 알고 가시어요. 무난하게 그냥 잔잔하게 볼만하며 비현실적(비논리적)인 부분들이 좀 있어 집중을 흐트리게합니다,,,,,,,,,,,
3072,왜 추석때 못나오고 지금나왔을까요 추석때 나왔음 1위 했겠다.... 너무좋음.  우주영화 너무 좋아하는데 대만족했습니다.,,,,,,,,,,,
3073,쌉 명작. 너무 집중해서 영화 끝나고 토하는줄,,,,,,,,,,,
3074,우주에서 벌어지는 아버지와 아들의 이야기.,,,,,,,,,,,
3075,마션 평점 8.42   그영화보다 평점 더 높으면 잼있고 아래면 재미없는영화,,,,,,,,,,,
3076,영웅과 악당,,,,,,,,,,,
3077,가까운 미래라고 해서 고작 이삼OO 뒤를 상상했다. 무한한 별을 향하여.,,,,,,,,,,,
3078,지구에서 사랑하는 사람과 살아야... 새로운 우주영화.,,,,,,,,,,,
3079,삶에 소중함이 뭔지를 일깨워주는 영화 그치만..우주엔 꼭 한번 가고프게 만드는 영화~~,,,,,,,,,,,
3080,제임스 그레이 고유의 특징과 테렌스 말릭의 향기가 적절히 버무려진 sf,,,,,,,,,,,
3081,브래드 피트의 내면 연기력 그리고 우주 ASMR이 주는 압도감. 모두 좋았습니다!,,,,,,,,,,,
3082,각자의 삶의 목표는 무엇인지 깊이 생각 해 보게 되는 또 미래의 우리의 모습이 잘 그려진 !!,,,,,,,,,,,
3083,멋지네요. 진짜 우주에 있다 온 것 같아요.,,,,,,,,,,,
3084,작살난다진짜 최고야ㅠㅠ,,,,,,,,,,,
3085,우주 좋아하시면 무조건 보셔야 합니다,,,,,,,,,,,
3086,우주의 새로운모습과 브래드피트의 심리변화나 연기도 좋았어요,,,,,,,,,,,
3087,우주를 소재로 했지만 삶에서 중요한 것이 무엇인가를 생각해 보게 되는 영화,,,,,,,,,,,
3088,우주 좋아요 재밌어요!,,,,,,,,,,,
3089,올해 본 영화중 가장 좋았습니다.,,,,,,,,,,,
3090,애드 아스트라 최고입니다bb,,,,,,,,,,,
3091,인생 영화~~함께하자ㅋㅋㅋ,,,,,,,,,,,
3092,감독의 상상력으로 펼쳐진 새로운 우주영화,,,,,,,,,,,
3093,주변을 돌아보고 소중함을 깨닫자,,,,,,,,,,,
3094,잔잔하지만 배우들의 표정 하나하나 신경써서 봐야하는 영화다.,,,,,,,,,,,
3095,이 영화는 분명히 올해의 sf일것이다,,,,,,,,,,,
3096,현재 내가 가지고 있는 모든 것들의 소중함을 깨닫지 못하고 있는 건 아닌지 생각하게 하는 영화입니다.,,,,,,,,,,,
3097,생각했던 기존의 SF와는 많이 다르고 정적이어서 지루할것 같지만 오히려 몰입이 더 잘됩니다,,,,,,,,,,,
3098,광활한 우주로 볼거리만 있는게 아니라 인간에 대한 고찰도 있는 영화!,,,,,,,,,,,
3099,보는 내내 다른 관람객들도 나도전부 숨죽이고 본 영화,,,,,,,,,,,
3100,분명히 메세지는 있는 영화 브래드피트 내면연기와 연출은 꿀리지 않음,,,,,,,,,,,
3101,지구는 언제나 아름답구나,,,,,,,,,,,
3102,잔잔하고 어쩌면 아름다운 영화,,,,,,,,,,,
3103,우주를 배경으로 한 영화라 그런지 영상미가 좋아요. 연기도 좋네요.,,,,,,,,,,,
3104,곁에 있는 사람들을 사랑하세요,,,,,,,,,,,
3105,고독한 우주를 유영하는 아버지와 자신에 대한 시니컬한 독백. 그런데 그 독백이 가슴에 깊이 사무친다.,,,,,,,,,,,
3106,훌륭한 또 하나의 우주 영화.,,,,,,,,,,,
3107,재밌게 잘 봤어요추천합니다,,,,,,,,,,,
3108,인류와 역사를 담은 SF걸작 작품^^,,,,,,,,,,,
3109,독특한 상상력의 우주를 배경으로 한 심리영화!,,,,,,,,,,,
3110,소중한 것은 가까이에 있다.,,,,,,,,,,,
3111,영화를 보고난 뒤에도 여운이 금세 가시지를 않네요 우주는 그저 도구일 뿐 심오한 철학적 주제를 담담하게 풀어가는 그 멋진 솜씨가 놀랍습니다 물론 브래드 피트와 토미리 존스의 연기력이 뒷받침 되지 않았다면 의미도 없었...,,,,,,,,,,,
3112,우주 유일한 지적 생명체인 인류의 거시적 외로움과 고독한 개인으로서의 외로움왜 멀리서 답을 찾으려고 하는걸까,,,,,,,,,,,
3113,연기굿 영상굿 아이맥스로 보면 더 대단할지도,,,,,,,,,,,
3114,그래비티의 감동 그 이상이에요 ㅋㅋ,,,,,,,,,,,
3115,색다른 sf영화를 만나고온 기분,,,,,,,,,,,
3116,영화가 꼭 극적일 필요는 없죠. 잔잔하지만 흡인력있어요,,,,,,,,,,,
3117,우주생각말고 작은 소우주(나와내주변)잘챙기자는 내용을 우주를 배경으로 한 영화입니당,,,,,,,,,,,
3118,잘만든영화.꼭보세요~~,,,,,,,,,,,
3119,담담하면서도 강렬하다. 깊고 묵직한 여운이 남는다. 모든면에서 참 잘만든 수작. 강추합니다.,,,,,,,,,,,
3120,오락성과 상업성과는 거리가 있지만 가장 현실적이고 철학적인 우주SF영화였습니다.간만에 제 취향저격 영화였습니다!,,,,,,,,,,,
3121,처음부터 끝까지 잔잔하면서 고독한 인간의 감정,,,,,,,,,,,
3122,이런 몽환적인 SF영화 좋아요!,,,,,,,,,,,
3123,광활하고 어두운 우주속에서 조그마한 내면을 깊숙히 관찰하다.,,,,,,,,,,,
3124,고요하고 광활한 우주안에서 자신의 존재를 느낄 수 있어요 ~~,,,,,,,,,,,
3125,브래드피트가 다 했네. 내면 연기를 눈빛하나로 해내는 배우 역시.,,,,,,,,,,,
3126,삶을 개척하라. 곁에 있는 사람들을 사랑하라.,,,,,,,,,,,
3127,집떠나면 고생이야..,,,,,,,,,,,
3128,큰 화면으로 봐야 제맛임 ㅎㅎ,,,,,,,,,,,
3129,명료한 주제의식,,,,,,,,,,,
3130,우주를 다룬 영화에서만 느낄 수 있는 공허함에 푹 빠질 수 있는 영화영화관에서 사람 수 적은 시간대에 혼자 볼 때 더 좋은 영화,,,,,,,,,,,
3131,그동안 나왔던 우주관련 영화와는 또다른 느낌인데 신선해서 좋았다. 그런데 네이버 평들 너무 극혐임. 굳이 다른 작품을 깎아내려서까지 찬양하는게 의미가 있냐? 국뽕도 문제지만 문화 사대주의자들도 한심하다.,,,,,,,,,,,
3132,두 시간 동안의 우주여행을 다녀온 느낌이에요.퍼스트맨과 가장 비슷한 느낌이었어요~,,,,,,,,,,,
3133,이번에도 명성에 걸맞는 영화~,,,,,,,,,,,
3134,내 인생 최고의 영화가 될것같다 ㅠㅠ,,,,,,,,,,,
3135,주제는 멀리가보면 가까이 있는것들에대한 소중함을 깨우친다.,,,,,,,,,,,
3136,그래비티가 괜찮았으면 이 영화도 더 괜찮아요,,,,,,,,,,,
3137,그래비티에 이은 명품 우주 영화 탄생,,,,,,,,,,,
3138,흠잡을 것 없이 완벽했다. 우주로서의 탐구가 결국 인간의 내면의 탐구와도 같았다. 스토리 연출 OST 특히나 연기 모든것이 완벽했다.  지금까지 우주영화를 보며 의아했던것들이 이해가 되는 느낌이다.,,,,,,,,,,,
3139,무엇을 찾아 이토록 먼곳까지 왔는가,,,,,,,,,,,
3140,오마이갓,,,,,,,,,,,
3141,많은 생각을 하게된다..,,,,,,,,,,,
3142,브래드 피트의 진면모와 우주의 가까운 현실.,,,,,,,,,,,
3143,볼만하긴 했는데 본사람들은 이해가 안되는 단 한 부분이 있을꺼라고 본다...,,,,,,,,,,,
3144,아직 많은 사람들이 sf를 신기한 과학기술영화로 이해하고 있어서 안타깝다. 물론 개인취향인데 sf를 잘 이해라도 하고 있었으면.. 한국영화중에 아직 외화를 뛰어넘는 영화는 없었다. 흥행한 영화들도 다 헐리웃 영화 짜...,,,,,,,,,,,
3145,이자리를 빌어서 얘기하지만 한국의 평론가들아 '영화 벌새'가  영화냐 다큐멘터리지..돈아까워 괜히 기분나쁘고 빡쳐..,,,,,,,,,,,
